date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2
12-10-2024,DAL,NYI,3,0,1,NHL,usa/nhl/dallas-stars-new-york-islanders-0EXZehSp/#home-away;1,-179,150
04-10-2024,NYI,NYR,5,2,1,NHL,usa/nhl/new-york-islanders-new-york-rangers-hSWMRWIG/#home-away;1,-111,-112
30-09-2024,NYI,PHI,4,3,1,NHL,usa/nhl/new-york-islanders-philadelphia-flyers-08S1EGqg/#home-away;1,-295,229
27-09-2024,NYI,NJ,5,1,1,NHL,usa/nhl/new-york-islanders-new-jersey-devils-SrnqRgTb/#home-away;1,147,-182
26-09-2024,PHI,NYI,2,0,1,NHL,usa/nhl/philadelphia-flyers-new-york-islanders-lUbqdZTO/#home-away;1,-143,116
24-09-2024,NYR,NYI,6,4,1,NHL,usa/nhl/new-york-rangers-new-york-islanders-p4zR7BRp/#home-away;1,-238,188
22-09-2024,NJ,NYI,2,4,0,NHL,usa/nhl/new-jersey-devils-new-york-islanders-fVmyTFbn/#home-away;1,-189,150
30-04-2024,CAR,NYI,6,3,1,NHL_2023/2024,usa/nhl-2023-2024/carolina-hurricanes-new-york-islanders-vPEm2cm3/#home-away;1,-270,222
27-04-2024,NYI,CAR,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-carolina-hurricanes-6uSfTY5d/#home-away;1,159,-186
25-04-2024,NYI,CAR,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-carolina-hurricanes-nwCgVfyp/#home-away;1,149,-172
22-04-2024,CAR,NYI,5,3,1,NHL_2023/2024,usa/nhl-2023-2024/carolina-hurricanes-new-york-islanders-GjkMm3iB/#home-away;1,-243,204
20-04-2024,CAR,NYI,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/carolina-hurricanes-new-york-islanders-t2C4YS9d/#home-away;1,-248,209
17-04-2024,NYI,PIT,5,4,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-pittsburgh-penguins-dhsRsWd8/#home-away;1,111,-130
15-04-2024,NJ,NYI,1,4,0,NHL_2023/2024,usa/nhl-2023-2024/new-jersey-devils-new-york-islanders-GYLiTWsF/#home-away;1,105,-124
13-04-2024,NYR,NYI,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-rangers-new-york-islanders-fa91IFTd/#home-away;1,-171,145
11-04-2024,NYI,MTL,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-montreal-canadiens-4d9ypGON/#home-away;1,-224,190
09-04-2024,NYI,NYR,4,2,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-new-york-rangers-SEp5lyFG/#home-away;1,107,-126
06-04-2024,NYI,NSH,2,0,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-nashville-predators-hvoMlp9a/#home-away;1,-105,-111
04-04-2024,CBJ,NYI,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/columbus-blue-jackets-new-york-islanders-Otnb0MjE/#home-away;1,167,-197
02-04-2024,NYI,CHI,2,1,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-chicago-blackhawks-dCB5un2K/#home-away;1,-236,200
01-04-2024,PHI,NYI,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/philadelphia-flyers-new-york-islanders-dGR6KpQf/#home-away;1,-123,105
30-03-2024,TB,NYI,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/tampa-bay-lightning-new-york-islanders-WjZKTl38/#home-away;1,-143,123
28-03-2024,FLA,NYI,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/florida-panthers-new-york-islanders-n3wnflCk/#home-away;1,-189,162
24-03-2024,NYI,NJ,0,4,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-new-jersey-devils-AqJS2Lbh/#home-away;1,-144,123
23-03-2024,NYI,WPG,6,3,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-winnipeg-jets-SbdBdJlm/#home-away;1,117,-136
21-03-2024,DET,NYI,6,3,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-new-york-islanders-KfrFz3Fa/#home-away;1,-105,-112
19-03-2024,NYI,CAR,1,4,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-carolina-hurricanes-MPstOPVg/#home-away;1,133,-154
17-03-2024,NYR,NYI,5,2,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-rangers-new-york-islanders-6gV8PHk1/#home-away;1,-152,131
16-03-2024,NYI,OTT,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-ottawa-senators-UkHxnTzS/#home-away;1,-164,141
14-03-2024,BUF,NYI,4,0,1,NHL_2023/2024,usa/nhl-2023-2024/buffalo-sabres-new-york-islanders-Gn5jBRUj/#home-away;1,-103,-114
11-03-2024,LAK,NYI,3,0,1,NHL_2023/2024,usa/nhl-2023-2024/los-angeles-kings-new-york-islanders-IV7bNXNo/#home-away;1,-139,120
10-03-2024,ANA,NYI,1,6,0,NHL_2023/2024,usa/nhl-2023-2024/anaheim-ducks-new-york-islanders-prwp4ANN/#home-away;1,187,-216
07-03-2024,SJ,NYI,2,7,0,NHL_2023/2024,usa/nhl-2023-2024/san-jose-sharks-new-york-islanders-UX7neFvg/#home-away;1,261,-321
02-03-2024,NYI,BOS,5,1,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-boston-bruins-CrKhei3J/#home-away;1,108,-129
29-02-2024,DET,NYI,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-new-york-islanders-MeWJ9V0F/#home-away;1,-111,-110
26-02-2024,DAL,NYI,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-new-york-islanders-t2ttbY13/#home-away;1,-164,140
24-02-2024,NYI,TB,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-tampa-bay-lightning-KhguTD2T/#home-away;1,-104,-115
20-02-2024,PIT,NYI,4,5,0,NHL_2023/2024,usa/nhl-2023-2024/pittsburgh-penguins-new-york-islanders-YHSoJxZ4/#home-away;1,-129,109
18-02-2024,NYI,NYR,5,6,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-new-york-rangers-QX4EI5rf/#home-away;1,122,-144
13-02-2024,NYI,SEA,1,2,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-seattle-kraken-dvCgh9Ul/#home-away;1,-163,140
10-02-2024,NYI,CGY,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-calgary-flames-23esEESs/#home-away;1,-116,-102
08-02-2024,NYI,TB,6,2,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-tampa-bay-lightning-WG0pRWVk/#home-away;1,-154,127
05-02-2024,TOR,NYI,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/toronto-maple-leafs-new-york-islanders-hAsQ7w68/#home-away;1,-151,129
27-01-2024,NYI,FLA,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-florida-panthers-YuVKkeig/#home-away;1,120,-141
25-01-2024,MTL,NYI,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/montreal-canadiens-new-york-islanders-jRx2pq8p/#home-away;1,127,-149
23-01-2024,NYI,VGK,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-vegas-golden-knights-E1so8c8D/#home-away;1,-150,128
21-01-2024,NYI,DAL,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-dallas-stars-KzzlW9f3/#home-away;1,-115,-103
19-01-2024,CHI,NYI,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-new-york-islanders-rqdJNn1U/#home-away;1,224,-274
16-01-2024,WPG,NYI,4,2,1,NHL_2023/2024,usa/nhl-2023-2024/winnipeg-jets-new-york-islanders-v7FGd93p/#home-away;1,-193,164
15-01-2024,MIN,NYI,5,0,1,NHL_2023/2024,usa/nhl-2023-2024/minnesota-wild-new-york-islanders-Ofarz2l8/#home-away;1,-114,-103
13-01-2024,NSH,NYI,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/nashville-predators-new-york-islanders-xpODKMlL/#home-away;1,-101,-115
11-01-2024,NYI,TOR,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-toronto-maple-leafs-Qwb5jYtB/#home-away;1,110,-129
09-01-2024,NYI,VAN,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-vancouver-canucks-YqZRxFCB/#home-away;1,-126,108
06-01-2024,VGK,NYI,5,2,1,NHL_2023/2024,usa/nhl-2023-2024/vegas-golden-knights-new-york-islanders-f3cLcvQA/#home-away;1,-141,122
04-01-2024,ARI,NYI,1,5,0,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-new-york-islanders-x48XbT4m/#home-away;1,-104,-113
02-01-2024,COL,NYI,5,4,1,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-new-york-islanders-dpmbpUkf/#home-away;1,-191,163
31-12-2023,PIT,NYI,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/pittsburgh-penguins-new-york-islanders-Iu9LWALf/#home-away;1,-106,-110
29-12-2023,NYI,WSH,5,1,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-washington-capitals-jDTtLDMr/#home-away;1,-150,130
27-12-2023,NYI,PIT,0,7,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-pittsburgh-penguins-jitzPMNG/#home-away;1,-115,-102
23-12-2023,CAR,NYI,4,5,0,NHL_2023/2024,usa/nhl-2023-2024/carolina-hurricanes-new-york-islanders-88OqE59b/#home-away;1,-177,150
20-12-2023,WSH,NYI,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-new-york-islanders-roZ528An/#home-away;1,-120,100
