date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
27-09-2024,DET,CHI,2,0,1,NHL,usa/nhl/detroit-red-wings-chicago-blackhawks-rDHPJR5N/,-156,371,-149,401
25-09-2024,CHI,DET,2,4,0,NHL,usa/nhl/chicago-blackhawks-detroit-red-wings-noOGLmyB/,109,335,116,363
16-04-2024,MTL,DET,4,5,0,NHL_2023/2024,usa/nhl-2023-2024/montreal-canadiens-detroit-red-wings-pU5uEfw4/,255,351,269,399
15-04-2024,DET,MTL,5,4,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-montreal-canadiens-jRnIdg8T/,-135,355,-125,404
13-04-2024,TOR,DET,4,5,0,NHL_2023/2024,usa/nhl-2023-2024/toronto-maple-leafs-detroit-red-wings-6wo6aeOA/,-106,343,104,388
11-04-2024,PIT,DET,6,5,1,NHL_2023/2024,usa/nhl-2023-2024/pittsburgh-penguins-detroit-red-wings-Eoyu1EbM/,103,333,108,378
09-04-2024,DET,WSH,1,2,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-washington-capitals-Gvs1kHaA/,102,320,114,340
07-04-2024,DET,BUF,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-buffalo-sabres-04pQm4O5/,124,325,135,373
05-04-2024,DET,NYR,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-new-york-rangers-AiwkjxT6/,167,321,185,363
01-04-2024,TB,DET,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/tampa-bay-lightning-detroit-red-wings-z7QAJ4u1/,-108,337,-103,379
30-03-2024,FLA,DET,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/florida-panthers-detroit-red-wings-OpCgDTIR/,-143,369,-130,400
28-03-2024,CAR,DET,4,0,1,NHL_2023/2024,usa/nhl-2023-2024/carolina-hurricanes-detroit-red-wings-YaZseUdq/,-156,376,-141,413
26-03-2024,WSH,DET,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-detroit-red-wings-A1U24YZd/,128,318,140,363
23-03-2024,NSH,DET,1,0,1,NHL_2023/2024,usa/nhl-2023-2024/nashville-predators-detroit-red-wings-2wd1n0EB/,-103,341,104,388
21-03-2024,DET,NYI,6,3,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-new-york-islanders-KfrFz3Fa/,153,320,164,363
19-03-2024,DET,CBJ,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-columbus-blue-jackets-QclXPo1s/,-109,346,100,388
17-03-2024,PIT,DET,6,3,1,NHL_2023/2024,usa/nhl-2023-2024/pittsburgh-penguins-detroit-red-wings-GObcWmOD/,113,332,121,358
16-03-2024,DET,BUF,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-buffalo-sabres-bPZTOpaj/,162,319,170,351
14-03-2024,DET,ARI,1,4,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-arizona-coyotes-Gx2xZUMc/,102,344,114,379
12-03-2024,BUF,DET,7,3,1,NHL_2023/2024,usa/nhl-2023-2024/buffalo-sabres-detroit-red-wings-dM62Miwh/,125,329,135,368
09-03-2024,VGK,DET,5,3,1,NHL_2023/2024,usa/nhl-2023-2024/vegas-golden-knights-detroit-red-wings-G2oT7hOb/,-127,348,-115,378
08-03-2024,ARI,DET,4,0,1,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-detroit-red-wings-O8MkfZga/,178,338,189,378
06-03-2024,COL,DET,7,2,1,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-detroit-red-wings-nB9JitY0/,-118,352,-112,400
02-03-2024,DET,FLA,0,4,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-florida-panthers-lfjdl7R8/,214,344,225,375
29-02-2024,DET,NYI,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-new-york-islanders-MeWJ9V0F/,140,326,150,359
27-02-2024,DET,WSH,8,3,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-washington-capitals-EFvldCWF/,-108,341,100,380
25-02-2024,CHI,DET,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-detroit-red-wings-QgbgzV9d/,220,332,234,369
24-02-2024,DET,STL,6,1,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-st-louis-blues-WWMcoeIc/,104,337,112,369
22-02-2024,DET,COL,2,1,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-colorado-avalanche-4d3GYHYi/,173,335,184,384
19-02-2024,SEA,DET,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/seattle-kraken-detroit-red-wings-UPVUMKZu/,113,331,125,363
17-02-2024,CGY,DET,0,5,0,NHL_2023/2024,usa/nhl-2023-2024/calgary-flames-detroit-red-wings-fei1Mcxa/,102,340,112,365
15-02-2024,VAN,DET,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/vancouver-canucks-detroit-red-wings-46blPaht/,-113,348,-102,390
13-02-2024,EDM,DET,8,4,1,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-detroit-red-wings-6eETPBRg/,-140,368,-128,409
10-02-2024,DET,VAN,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-vancouver-canucks-hU9BJz5K/,174,335,189,359
31-01-2024,DET,OTT,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-ottawa-senators-4flrqfT7/,130,346,139,365
27-01-2024,DET,VGK,5,2,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-vegas-golden-knights-CQtCiHMt/,117,324,125,351
25-01-2024,DET,PHI,3,0,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-philadelphia-flyers-nqmKKzhJ/,138,341,147,384
23-01-2024,DET,DAL,4,5,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-dallas-stars-hngxAJw1/,188,336,200,379
21-01-2024,DET,TB,2,1,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-tampa-bay-lightning-r1DOWPwo/,153,335,167,351
19-01-2024,CAR,DET,4,2,1,NHL_2023/2024,usa/nhl-2023-2024/carolina-hurricanes-detroit-red-wings-bef7QlHB/,-131,360,-123,405
17-01-2024,FLA,DET,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/florida-panthers-detroit-red-wings-IyZXBk2I/,-128,362,-118,400
14-01-2024,TOR,DET,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/toronto-maple-leafs-detroit-red-wings-n9zx4iBA/,-134,373,-122,415
13-01-2024,DET,LAK,5,3,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-los-angeles-kings-zLsJbuS1/,208,337,223,374
11-01-2024,DET,EDM,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-edmonton-oilers-vNeggzch/,208,359,220,400
07-01-2024,ANA,DET,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/anaheim-ducks-detroit-red-wings-2T0TeIfN/,210,345,223,380
04-01-2024,LAK,DET,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/los-angeles-kings-detroit-red-wings-OK6uc7Za/,-113,341,-105,359
02-01-2024,SJ,DET,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/san-jose-sharks-detroit-red-wings-j7n2ql50/,247,351,275,390
31-12-2023,DET,BOS,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-boston-bruins-xUiOXj6l/,172,326,183,345
29-12-2023,DET,NSH,5,4,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-nashville-predators-WSnAQZbL/,138,339,150,374
27-12-2023,MIN,DET,6,3,1,NHL_2023/2024,usa/nhl-2023-2024/minnesota-wild-detroit-red-wings-Wlf47fhq/,111,336,116,375
23-12-2023,NJ,DET,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/new-jersey-devils-detroit-red-wings-UNChCqvB/,-121,360,-115,400
22-12-2023,DET,PHI,7,6,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-philadelphia-flyers-MiMXG7Pu/,119,331,129,359
20-12-2023,WPG,DET,5,2,1,NHL_2023/2024,usa/nhl-2023-2024/winnipeg-jets-detroit-red-wings-YNPOOCUn/,103,338,110,384
18-12-2023,DET,ANA,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-anaheim-ducks-M9R19XUa/,-148,368,-141,416
16-12-2023,PHI,DET,1,0,1,NHL_2023/2024,usa/nhl-2023-2024/philadelphia-flyers-detroit-red-wings-861SfYF6/,127,326,140,371
14-12-2023,DET,CAR,1,2,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-carolina-hurricanes-hUipreW0/,226,337,244,350
12-12-2023,STL,DET,4,6,0,NHL_2023/2024,usa/nhl-2023-2024/st-louis-blues-detroit-red-wings-nT81jJOK/,110,339,120,375
11-12-2023,DAL,DET,6,3,1,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-detroit-red-wings-hGCBTeH7/,-130,360,-119,392
09-12-2023,DET,OTT,1,5,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-ottawa-senators-nyc7GK1n/,127,342,134,379
07-12-2023,DET,SJ,5,6,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-san-jose-sharks-0voMMm4N/,-174,392,-156,442
05-12-2023,BUF,DET,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/buffalo-sabres-detroit-red-wings-tGBq9UZN/,166,338,179,369
02-12-2023,MTL,DET,4,5,0,NHL_2023/2024,usa/nhl-2023-2024/montreal-canadiens-detroit-red-wings-z3Wbkr3m/,201,336,215,363
30-11-2023,DET,CHI,5,1,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-chicago-blackhawks-AZeuMedF/,-120,347,-111,369
29-11-2023,NYR,DET,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-rangers-detroit-red-wings-MDFp0EZe/,-123,345,-112,380
26-11-2023,DET,MIN,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-minnesota-wild-UeCOfJcG/,151,332,162,369
24-11-2023,BOS,DET,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/boston-bruins-detroit-red-wings-zaItp2qb/,-123,348,-114,384
22-11-2023,DET,NJ,4,0,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-new-jersey-devils-nuH5rk8g/,194,349,204,384
17-11-2023,DET,TOR,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-toronto-maple-leafs-QBZceGUp/,231,356,252,375
16-11-2023,OTT,DET,5,4,1,NHL_2023/2024,usa/nhl-2023-2024/ottawa-senators-detroit-red-wings-SzfN1IiH/,121,342,129,379
11-11-2023,DET,CBJ,5,4,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-columbus-blue-jackets-6ef1kZq4/,-103,349,104,384
09-11-2023,DET,MTL,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-montreal-canadiens-KxiHnnnD/,-115,357,-105,390
07-11-2023,NYR,DET,5,3,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-rangers-detroit-red-wings-I9dwmb8a/,103,333,110,359
04-11-2023,DET,BOS,5,4,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-boston-bruins-4Q2GfkA8/,183,325,192,359
02-11-2023,DET,FLA,0,2,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-florida-panthers-2ctouAAL/,162,337,174,380
30-10-2023,NYI,DET,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-detroit-red-wings-GrooMU3q/,102,327,110,363
28-10-2023,BOS,DET,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/boston-bruins-detroit-red-wings-pnFtDiRS/,-116,339,-110,380
