date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
27-09-2024,DET,CHI,2,0,1,NHL,usa/nhl/detroit-red-wings-chicago-blackhawks-rDHPJR5N/,-156,371,-149,401
25-09-2024,CHI,DET,2,4,0,NHL,usa/nhl/chicago-blackhawks-detroit-red-wings-noOGLmyB/,109,335,116,363
18-04-2024,LAK,CHI,5,4,1,NHL_2023/2024,usa/nhl-2023-2024/los-angeles-kings-chicago-blackhawks-r1H6N1Bg/,-230,423,-200,472
16-04-2024,VGK,CHI,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/vegas-golden-knights-chicago-blackhawks-rkgqJnK7/,-228,425,-200,476
14-04-2024,CHI,CAR,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-carolina-hurricanes-88MmUCS8/,481,428,550,480
12-04-2024,CHI,NSH,1,5,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-nashville-predators-ShHFfCyj/,312,365,326,409
10-04-2024,STL,CHI,5,2,1,NHL_2023/2024,usa/nhl-2023-2024/st-louis-blues-chicago-blackhawks-zL7W4dac/,-144,351,-137,399
07-04-2024,CHI,MIN,0,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-minnesota-wild-veqUnOwC/,268,347,300,384
06-04-2024,CHI,DAL,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-dallas-stars-ILh9inPt/,430,393,459,441
02-04-2024,NYI,CHI,2,1,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-islanders-chicago-blackhawks-dCB5un2K/,-143,354,-132,394
30-03-2024,PHI,CHI,1,5,0,NHL_2023/2024,usa/nhl-2023-2024/philadelphia-flyers-chicago-blackhawks-Uoex55Q7/,-178,383,-164,436
28-03-2024,OTT,CHI,2,0,1,NHL_2023/2024,usa/nhl-2023-2024/ottawa-senators-chicago-blackhawks-vyLH3h2U/,-111,342,106,374
26-03-2024,CHI,CGY,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-calgary-flames-zqO07z35/,223,337,235,373
23-03-2024,SJ,CHI,4,5,0,NHL_2023/2024,usa/nhl-2023-2024/san-jose-sharks-chicago-blackhawks-xdlEqbbU/,161,310,171,363
21-03-2024,ANA,CHI,4,0,1,NHL_2023/2024,usa/nhl-2023-2024/anaheim-ducks-chicago-blackhawks-EgyOYtpC/,128,317,140,358
19-03-2024,LAK,CHI,6,2,1,NHL_2023/2024,usa/nhl-2023-2024/los-angeles-kings-chicago-blackhawks-0jBlKsVI/,-202,393,-182,440
17-03-2024,CHI,SJ,5,2,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-san-jose-sharks-CjYGNeKD/,-110,337,100,358
15-03-2024,CHI,LAK,0,5,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-los-angeles-kings-G0pPPQqp/,342,368,375,409
12-03-2024,CHI,ANA,7,2,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-anaheim-ducks-6DFGHTiN/,125,321,138,357
10-03-2024,CHI,ARI,7,4,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-arizona-coyotes-6ivt5j8H/,253,342,270,368
09-03-2024,WSH,CHI,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-chicago-blackhawks-A5rL9Egn/,-135,346,-127,384
05-03-2024,ARI,CHI,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-chicago-blackhawks-EcBBg23l/,-159,375,-143,409
04-03-2024,COL,CHI,5,0,1,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-chicago-blackhawks-lGRW0pBE/,-237,432,-213,494
02-03-2024,CHI,CBJ,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-columbus-blue-jackets-WIu1mRtF/,192,331,214,369
29-02-2024,CHI,COL,0,5,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-colorado-avalanche-4Idejs0f/,342,375,380,416
25-02-2024,CHI,DET,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-detroit-red-wings-QgbgzV9d/,220,332,234,369
23-02-2024,CHI,WPG,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-winnipeg-jets-6H5SYRRL/,351,351,375,400
21-02-2024,CHI,PHI,1,3,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-philadelphia-flyers-nuZ1FfYT/,307,349,330,395
19-02-2024,CAR,CHI,6,3,1,NHL_2023/2024,usa/nhl-2023-2024/carolina-hurricanes-chicago-blackhawks-QiPwLb4h/,-236,419,-200,473
17-02-2024,CHI,OTT,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-ottawa-senators-CW1dNwNh/,252,351,280,379
15-02-2024,CHI,PIT,1,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-pittsburgh-penguins-G2oW5Sbl/,242,330,260,358
13-02-2024,CHI,VAN,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-vancouver-canucks-xM9PQiCm/,345,354,380,384
09-02-2024,CHI,NYR,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-new-york-rangers-IP8XnEh9/,384,377,425,421
07-02-2024,CHI,MIN,1,2,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-minnesota-wild-CSmCqunH/,259,332,280,369
27-01-2024,CGY,CHI,1,0,1,NHL_2023/2024,usa/nhl-2023-2024/calgary-flames-chicago-blackhawks-UydVodqk/,-173,376,-154,430
25-01-2024,EDM,CHI,3,0,1,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-chicago-blackhawks-pQJh76Fc/,-324,513,-278,641
24-01-2024,SEA,CHI,6,2,1,NHL_2023/2024,usa/nhl-2023-2024/seattle-kraken-chicago-blackhawks-0Sp8Nx80/,-177,376,-164,416
22-01-2024,VAN,CHI,2,0,1,NHL_2023/2024,usa/nhl-2023-2024/vancouver-canucks-chicago-blackhawks-hWfFgmob/,-244,444,-222,509
19-01-2024,CHI,NYI,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-new-york-islanders-rqdJNn1U/,334,362,359,405
18-01-2024,BUF,CHI,3,0,1,NHL_2023/2024,usa/nhl-2023-2024/buffalo-sabres-chicago-blackhawks-dSXyB9HO/,-160,372,-143,426
16-01-2024,CHI,SJ,2,1,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-san-jose-sharks-xQHzDVnC/,108,317,120,348
13-01-2024,CHI,DAL,1,3,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-dallas-stars-tIU4MrK8/,333,366,355,409
11-01-2024,WPG,CHI,2,1,1,NHL_2023/2024,usa/nhl-2023-2024/winnipeg-jets-chicago-blackhawks-82mAkhdH/,-219,413,-196,468
09-01-2024,CHI,EDM,1,2,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-edmonton-oilers-UBSzygsO/,517,461,580,531
07-01-2024,CHI,CGY,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-calgary-flames-44sBtcDn/,310,369,333,419
05-01-2024,NJ,CHI,4,2,1,NHL_2023/2024,usa/nhl-2023-2024/new-jersey-devils-chicago-blackhawks-6qdpdRl6/,-239,444,-213,527
04-01-2024,NYR,CHI,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-rangers-chicago-blackhawks-QPvFtnkJ/,-246,448,-222,505
02-01-2024,NSH,CHI,3,0,1,NHL_2023/2024,usa/nhl-2023-2024/nashville-predators-chicago-blackhawks-GzujnjLs/,-166,384,-156,430
31-12-2023,DAL,CHI,8,1,1,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-chicago-blackhawks-jg7TUlj7/,-218,426,-200,480
29-12-2023,DAL,CHI,5,4,1,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-chicago-blackhawks-pzTpKXyk/,-216,418,-196,467
27-12-2023,CHI,WPG,2,1,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-winnipeg-jets-vm3jGurp/,309,355,330,400
23-12-2023,STL,CHI,7,5,1,NHL_2023/2024,usa/nhl-2023-2024/st-louis-blues-chicago-blackhawks-f5dX41Wp/,-160,372,-149,416
22-12-2023,CHI,MTL,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-montreal-canadiens-0YP3PqLc/,136,321,145,348
19-12-2023,CHI,COL,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-colorado-avalanche-vJwz8UnP/,296,374,320,420
17-12-2023,CHI,VAN,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-vancouver-canucks-6oqR1X97/,274,359,290,396
14-12-2023,SEA,CHI,7,1,1,NHL_2023/2024,usa/nhl-2023-2024/seattle-kraken-chicago-blackhawks-EqtgtZ0D/,-143,355,-133,400
12-12-2023,EDM,CHI,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-chicago-blackhawks-OMcmD6Ci/,-264,471,-233,566
10-12-2023,CHI,WSH,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-washington-capitals-CbhRl6mG/,216,333,231,369
09-12-2023,CHI,STL,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-st-louis-blues-KrvIhlli/,178,327,189,363
07-12-2023,CHI,ANA,1,0,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-anaheim-ducks-CIEvuVJi/,147,326,154,351
05-12-2023,CHI,NSH,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-nashville-predators-AVkcSizn/,239,343,256,369
03-12-2023,MIN,CHI,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/minnesota-wild-chicago-blackhawks-UH53CrPI/,-190,404,-175,450
02-12-2023,WPG,CHI,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/winnipeg-jets-chicago-blackhawks-MaSfjOms/,-178,390,-154,436
30-11-2023,DET,CHI,5,1,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-chicago-blackhawks-AZeuMedF/,-120,347,-111,369
28-11-2023,CHI,SEA,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-seattle-kraken-zcHx2z5q/,240,345,254,379
26-11-2023,CHI,STL,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-st-louis-blues-xMFWhcSS/,198,338,210,374
24-11-2023,CHI,TOR,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-toronto-maple-leafs-4tXnRYKS/,320,386,340,440
22-11-2023,CBJ,CHI,7,3,1,NHL_2023/2024,usa/nhl-2023-2024/columbus-blue-jackets-chicago-blackhawks-4GR0qVhm/,110,334,118,363
19-11-2023,CHI,BUF,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-buffalo-sabres-6LazT986/,218,347,235,384
18-11-2023,NSH,CHI,4,2,1,NHL_2023/2024,usa/nhl-2023-2024/nashville-predators-chicago-blackhawks-67K1EAgD/,-119,350,-110,384
16-11-2023,CHI,TB,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-tampa-bay-lightning-f7PLNEWQ/,236,360,245,400
12-11-2023,FLA,CHI,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/florida-panthers-chicago-blackhawks-SIzW4Eqi/,-166,388,-154,426
09-11-2023,TB,CHI,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/tampa-bay-lightning-chicago-blackhawks-lb8VyGF4/,-144,370,-135,405
05-11-2023,CHI,NJ,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-new-jersey-devils-bmvCqP17/,271,353,290,374
