date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2
12-10-2024,DET,NSH,3,0,1,NHL,usa/nhl/detroit-red-wings-nashville-predators-fwKn7Izn/#home-away;1,122,-143
10-10-2024,DET,PIT,3,6,0,NHL,usa/nhl/detroit-red-wings-pittsburgh-penguins-EcP8CJeR/#home-away;1,-148,126
05-10-2024,TOR,DET,3,2,1,NHL,usa/nhl/toronto-maple-leafs-detroit-red-wings-U9arWzkf/#home-away;1,-293,229
04-10-2024,DET,OTT,3,4,0,NHL,usa/nhl/detroit-red-wings-ottawa-senators-vq3eE5Tp/#home-away;1,-195,157
03-10-2024,DET,TOR,0,2,0,NHL,usa/nhl/detroit-red-wings-toronto-maple-leafs-zB6ZXdKs/#home-away;1,-290,219
01-10-2024,PIT,DET,1,2,0,NHL,usa/nhl/pittsburgh-penguins-detroit-red-wings-Ag48Jc5l/#home-away;1,-377,293
30-09-2024,BUF,DET,4,3,1,NHL,usa/nhl/buffalo-sabres-detroit-red-wings-OxtR6KLr/#home-away;1,-118,-125
30-09-2024,DET,PIT,1,5,0,NHL,usa/nhl/detroit-red-wings-pittsburgh-penguins-jkXs3xL7/#home-away;1,-286,210
27-09-2024,DET,CHI,2,0,1,NHL,usa/nhl/detroit-red-wings-chicago-blackhawks-rDHPJR5N/#home-away;1,-227,180
25-09-2024,CHI,DET,2,4,0,NHL,usa/nhl/chicago-blackhawks-detroit-red-wings-noOGLmyB/#home-away;1,-160,130
16-04-2024,MTL,DET,4,5,0,NHL_2023/2024,usa/nhl-2023-2024/montreal-canadiens-detroit-red-wings-pU5uEfw4/#home-away;1,175,-206
15-04-2024,DET,MTL,5,4,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-montreal-canadiens-jRnIdg8T/#home-away;1,-230,196
13-04-2024,TOR,DET,4,5,0,NHL_2023/2024,usa/nhl-2023-2024/toronto-maple-leafs-detroit-red-wings-6wo6aeOA/#home-away;1,-169,146
11-04-2024,PIT,DET,6,5,1,NHL_2023/2024,usa/nhl-2023-2024/pittsburgh-penguins-detroit-red-wings-Eoyu1EbM/#home-away;1,-158,136
09-04-2024,DET,WSH,1,2,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-washington-capitals-Gvs1kHaA/#home-away;1,-156,134
07-04-2024,DET,BUF,3,1,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-buffalo-sabres-04pQm4O5/#home-away;1,-126,107
05-04-2024,DET,NYR,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-new-york-rangers-AiwkjxT6/#home-away;1,108,-128
01-04-2024,TB,DET,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/tampa-bay-lightning-detroit-red-wings-z7QAJ4u1/#home-away;1,-176,150
30-03-2024,FLA,DET,3,2,1,NHL_2023/2024,usa/nhl-2023-2024/florida-panthers-detroit-red-wings-OpCgDTIR/#home-away;1,-222,188
28-03-2024,CAR,DET,4,0,1,NHL_2023/2024,usa/nhl-2023-2024/carolina-hurricanes-detroit-red-wings-YaZseUdq/#home-away;1,-259,218
26-03-2024,WSH,DET,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-detroit-red-wings-A1U24YZd/#home-away;1,-124,105
23-03-2024,NSH,DET,1,0,1,NHL_2023/2024,usa/nhl-2023-2024/nashville-predators-detroit-red-wings-2wd1n0EB/#home-away;1,-166,143
21-03-2024,DET,NYI,6,3,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-new-york-islanders-KfrFz3Fa/#home-away;1,-105,-112
19-03-2024,DET,CBJ,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-columbus-blue-jackets-QclXPo1s/#home-away;1,-174,149
17-03-2024,PIT,DET,6,3,1,NHL_2023/2024,usa/nhl-2023-2024/pittsburgh-penguins-detroit-red-wings-GObcWmOD/#home-away;1,-137,118
16-03-2024,DET,BUF,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-buffalo-sabres-bPZTOpaj/#home-away;1,105,-124
14-03-2024,DET,ARI,1,4,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-arizona-coyotes-Gx2xZUMc/#home-away;1,-150,129
12-03-2024,BUF,DET,7,3,1,NHL_2023/2024,usa/nhl-2023-2024/buffalo-sabres-detroit-red-wings-dM62Miwh/#home-away;1,-126,108
09-03-2024,VGK,DET,5,3,1,NHL_2023/2024,usa/nhl-2023-2024/vegas-golden-knights-detroit-red-wings-G2oT7hOb/#home-away;1,-212,183
08-03-2024,ARI,DET,4,0,1,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-detroit-red-wings-O8MkfZga/#home-away;1,120,-137
06-03-2024,COL,DET,7,2,1,NHL_2023/2024,usa/nhl-2023-2024/colorado-avalanche-detroit-red-wings-nB9JitY0/#home-away;1,-186,159
