date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
20-07-2024,WSH,MIL,91,79,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/washington-wizards-milwaukee-bucks-EiIyDeHD/,-234,174,-222,183
18-07-2024,SAC,WSH,69,73,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/sacramento-kings-washington-wizards-foAfVAFr/,114,-147,125,-135
16-07-2024,POR,WSH,82,80,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/portland-trail-blazers-washington-wizards-ttucQOXo/,133,-173,145,-141
14-07-2024,WSH,HOU,91,109,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/washington-wizards-houston-rockets-bLezL8v9/,188,-255,200,-244
12-07-2024,WSH,ATL,94,88,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/washington-wizards-atlanta-hawks-0jD0wBeT/,-253,187,-217,200
14-04-2024,BOS,WSH,132,122,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-washington-wizards-Y9WvBmjq/,-455,346,-400,380
12-04-2024,WSH,CHI,127,129,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-chicago-bulls-QVJSHb7b/,-127,107,-119,116
09-04-2024,MIN,WSH,130,121,1,NBA_2023/2024,usa/nba-2023-2024/minnesota-timberwolves-washington-wizards-KjM8i2gg/,-2000,1037,-1667,1180
07-04-2024,TOR,WSH,130,122,1,NBA_2023/2024,usa/nba-2023-2024/toronto-raptors-washington-wizards-W2D1idfn/,-197,165,-172,177
05-04-2024,WSH,POR,102,108,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-portland-trail-blazers-z3ORexZ3/,-143,120,-137,127
03-04-2024,WSH,LAL,120,125,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-los-angeles-lakers-COXhMyro/,561,-818,604,-714
02-04-2024,WSH,MIL,117,113,1,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-milwaukee-bucks-6mK5X1jn/,579,-844,650,-714
31-03-2024,WSH,MIA,107,119,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-miami-heat-Sbj8Emp7/,471,-660,525,-588
29-03-2024,WSH,DET,87,96,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-detroit-pistons-67rrAYhL/,-154,130,-149,138
27-03-2024,WSH,BKN,119,122,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-brooklyn-nets-WEBDyEnd/,140,-168,147,-161
25-03-2024,CHI,WSH,105,107,0,NBA_2023/2024,usa/nba-2023-2024/chicago-bulls-washington-wizards-pxzcbGxC/,-734,516,-667,576
23-03-2024,WSH,TOR,112,109,1,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-toronto-raptors-0K6Vl3Ym/,-232,188,-222,197
21-03-2024,WSH,SAC,109,102,1,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-sacramento-kings-tA01Ltu1/,431,-591,500,-556
19-03-2024,WSH,HOU,114,137,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-houston-rockets-I7mBAPQr/,387,-514,409,-455
17-03-2024,WSH,BOS,104,130,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-boston-celtics-G6ZanGrO/,764,-1294,884,-1111
16-03-2024,CHI,WSH,127,98,1,NBA_2023/2024,usa/nba-2023-2024/chicago-bulls-washington-wizards-Gx84ctiP/,-413,320,-370,350
14-03-2024,HOU,WSH,135,119,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-washington-wizards-CzfxySwe/,-367,283,-345,293
12-03-2024,MEM,WSH,109,97,1,NBA_2023/2024,usa/nba-2023-2024/memphis-grizzlies-washington-wizards-bZ6i6RtQ/,110,-129,121,-125
10-03-2024,MIA,WSH,108,110,0,NBA_2023/2024,usa/nba-2023-2024/miami-heat-washington-wizards-r7dJWQk7/,-647,463,-588,495
08-03-2024,WSH,CHA,112,100,1,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-charlotte-hornets-2FoaubxA/,-140,119,-130,125
06-03-2024,WSH,ORL,109,119,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-orlando-magic-CQfeBJNT/,214,-268,238,-244
04-03-2024,UTAH,WSH,127,115,1,NBA_2023/2024,usa/nba-2023-2024/utah-jazz-washington-wizards-WW4HaMOH/,-212,170,-192,181
01-03-2024,LAC,WSH,140,115,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-washington-wizards-8WWp9ZeE/,-1316,766,-1111,850
29-02-2024,LAL,WSH,134,131,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-lakers-washington-wizards-QqPDARFL/,-550,396,-455,428
27-02-2024,WSH,GSW,112,123,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-golden-state-warriors-tM6hniX3/,401,-573,450,-476
