date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2
29-09-2024,ATL,NO,26,24,1,NFL,usa/nfl/atlanta-falcons-new-orleans-saints-pWrW9S4e/,-148,123
22-09-2024,NO,PHI,12,15,0,NFL,usa/nfl/new-orleans-saints-philadelphia-eagles-8Oz9uQgm/,-144,120
15-09-2024,DAL,NO,19,44,0,NFL,usa/nfl/dallas-cowboys-new-orleans-saints-tGuxMvcc/,-284,226
08-09-2024,NO,CAR,47,10,1,NFL,usa/nfl/new-orleans-saints-carolina-panthers-IcxjT1mQ/,-197,162
25-08-2024,NO,TEN,27,30,0,NFL,usa/nfl/new-orleans-saints-tennessee-titans-UBviv8Rq/,202,-260
18-08-2024,SF,NO,16,10,1,NFL,usa/nfl/san-francisco-49ers-new-orleans-saints-UV2TGvUI/,-103,-125
10-08-2024,ARI,NO,14,16,0,NFL,usa/nfl/arizona-cardinals-new-orleans-saints-KKkp4tTF/,126,-161
07-01-2024,NO,ATL,48,17,1,NFL_2023/2024,usa/nfl-2023-2024/new-orleans-saints-atlanta-falcons-hIDVJj3S/,-180,149
31-12-2023,TB,NO,13,23,0,NFL_2023/2024,usa/nfl-2023-2024/tampa-bay-buccaneers-new-orleans-saints-pzkllYCp/,-149,124
21-12-2023,LAR,NO,30,22,1,NFL_2023/2024,usa/nfl-2023-2024/los-angeles-rams-new-orleans-saints-WUJjqnVm/,-208,169
17-12-2023,NO,NYG,24,6,1,NFL_2023/2024,usa/nfl-2023-2024/new-orleans-saints-new-york-giants-pd0ZxB8E/,-269,217
10-12-2023,NO,CAR,28,6,1,NFL_2023/2024,usa/nfl-2023-2024/new-orleans-saints-carolina-panthers-SdN3FGAj/,-251,200
03-12-2023,NO,DET,28,33,0,NFL_2023/2024,usa/nfl-2023-2024/new-orleans-saints-detroit-lions-8IqsCs4b/,164,-197
