date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
22-09-2024,NYM,PHI,2,1,1,MLB,usa/mlb/new-york-mets-philadelphia-phillies-4YfntZUE/,120,-139,124,-133
21-09-2024,NYM,PHI,6,3,1,MLB,usa/mlb/new-york-mets-philadelphia-phillies-Ia38oU6f/,-121,104,-118,108
20-09-2024,NYM,PHI,2,12,0,MLB,usa/mlb/new-york-mets-philadelphia-phillies-lbb232Su/,104,-120,114,-109
19-09-2024,NYM,PHI,10,6,1,MLB,usa/mlb/new-york-mets-philadelphia-phillies-bBQiEJtb/,-141,122,-133,127
18-09-2024,MIL,PHI,2,1,1,MLB,usa/mlb/milwaukee-brewers-philadelphia-phillies-0dbqNEPS/,-115,-100,-106,108
17-09-2024,MIL,PHI,1,5,0,MLB,usa/mlb/milwaukee-brewers-philadelphia-phillies-KItpumoE/,120,-139,127,-132
16-09-2024,MIL,PHI,6,2,1,MLB,usa/mlb/milwaukee-brewers-philadelphia-phillies-lbfWjppQ/,-106,-109,-102,-105
15-09-2024,PHI,NYM,2,1,1,MLB,usa/mlb/philadelphia-phillies-new-york-mets-4pyxb1ig/,-133,115,-116,119
14-09-2024,PHI,NYM,6,4,1,MLB,usa/mlb/philadelphia-phillies-new-york-mets-rJvUionH/,-117,101,-112,106
13-09-2024,PHI,NYM,3,11,0,MLB,usa/mlb/philadelphia-phillies-new-york-mets-M5slEYbl/,-156,134,-149,143
11-09-2024,PHI,TB,3,2,1,MLB,usa/mlb/philadelphia-phillies-tampa-bay-rays-CCTyr4Jo/,-226,191,-196,212
10-09-2024,PHI,TB,9,4,1,MLB,usa/mlb/philadelphia-phillies-tampa-bay-rays-C6QRja2G/,-178,154,-161,165
09-09-2024,PHI,TB,2,1,1,MLB,usa/mlb/philadelphia-phillies-tampa-bay-rays-6To15bH9/,-197,169,-185,181
08-09-2024,MIA,PHI,10,1,1,MLB,usa/mlb/miami-marlins-philadelphia-phillies-tn0qIy1F/,112,-130,117,-127
07-09-2024,MIA,PHI,9,5,1,MLB,usa/mlb/miami-marlins-philadelphia-phillies-rB8dfgQ5/,219,-259,229,-250
06-09-2024,MIA,PHI,2,16,0,MLB,usa/mlb/miami-marlins-philadelphia-phillies-8bocPDPu/,229,-273,239,-263
05-09-2024,MIA,PHI,2,5,0,MLB,usa/mlb/miami-marlins-philadelphia-phillies-fTSsyBOi/,200,-238,211,-227
04-09-2024,TOR,PHI,2,4,0,MLB,usa/mlb/toronto-blue-jays-philadelphia-phillies-WljqrafP/,111,-128,117,-125
03-09-2024,TOR,PHI,9,10,0,MLB,usa/mlb/toronto-blue-jays-philadelphia-phillies-YcxBwJ2t/,-115,-100,-110,100
