date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2
12-10-2024,WSH,NJ,3,5,0,NHL,usa/nhl/washington-capitals-new-jersey-devils-UVt41E4N/#home-away;1,119,-139
05-10-2024,WSH,BOS,2,0,1,NHL,usa/nhl/washington-capitals-boston-bruins-EDcaJ2Rk/#home-away;1,-233,185
30-09-2024,CBJ,WSH,2,3,0,NHL,usa/nhl/columbus-blue-jackets-washington-capitals-2NciJlOi/#home-away;1,119,-147
27-09-2024,WSH,CBJ,4,8,0,NHL,usa/nhl/washington-capitals-columbus-blue-jackets-AFe6eoWp/#home-away;1,-254,199
25-09-2024,NJ,WSH,3,5,0,NHL,usa/nhl/new-jersey-devils-washington-capitals-QsKZ078N/#home-away;1,-228,180
24-09-2024,BOS,WSH,4,2,1,NHL,usa/nhl/boston-bruins-washington-capitals-2D2JS643/#home-away;1,101,-126
22-09-2024,WSH,PHI,2,6,0,NHL,usa/nhl/washington-capitals-philadelphia-flyers-fV5zbeaC/#home-away;1,136,-167
28-04-2024,WSH,NYR,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-new-york-rangers-YTQAfB4e/#home-away;1,170,-200
26-04-2024,WSH,NYR,1,3,0,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-new-york-rangers-02D3dXZr/#home-away;1,156,-183
23-04-2024,NYR,WSH,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-rangers-washington-capitals-GUyX1gCL/#home-away;1,-287,237
21-04-2024,NYR,WSH,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/new-york-rangers-washington-capitals-Y7RlWFft/#home-away;1,-279,232
16-04-2024,PHI,WSH,1,2,0,NHL_2023/2024,usa/nhl-2023-2024/philadelphia-flyers-washington-capitals-4bfuKS41/#home-away;1,-134,114
15-04-2024,WSH,BOS,2,0,1,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-boston-bruins-E91SMUKr/#home-away;1,131,-152
13-04-2024,WSH,TB,4,2,1,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-tampa-bay-lightning-MB0IEXSL/#home-away;1,121,-142
11-04-2024,BUF,WSH,4,2,1,NHL_2023/2024,usa/nhl-2023-2024/buffalo-sabres-washington-capitals-Us7z4GE3/#home-away;1,-136,117
09-04-2024,DET,WSH,1,2,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-washington-capitals-Gvs1kHaA/#home-away;1,-156,134
07-04-2024,WSH,OTT,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-ottawa-senators-rNhszuea/#home-away;1,-144,123
05-04-2024,CAR,WSH,4,2,1,NHL_2023/2024,usa/nhl-2023-2024/carolina-hurricanes-washington-capitals-C6KoiID0/#home-away;1,-266,221
04-04-2024,WSH,PIT,1,4,0,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-pittsburgh-penguins-xpj2at6K/#home-away;1,-104,-113
02-04-2024,BUF,WSH,6,2,1,NHL_2023/2024,usa/nhl-2023-2024/buffalo-sabres-washington-capitals-WYJJHrAD/#home-away;1,-138,119
30-03-2024,WSH,BOS,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-boston-bruins-AsYOS8IE/#home-away;1,139,-161
28-03-2024,TOR,WSH,5,1,1,NHL_2023/2024,usa/nhl-2023-2024/toronto-maple-leafs-washington-capitals-GddNOyYu/#home-away;1,-182,157
26-03-2024,WSH,DET,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-detroit-red-wings-A1U24YZd/#home-away;1,-124,105
