date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
21-07-2024,MEM,LAC,99,98,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/memphis-grizzlies-los-angeles-clippers-403yllro/,-208,159,-179,188
18-07-2024,UTAH,LAC,88,105,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/utah-jazz-los-angeles-clippers-l4gckW6E/,162,-214,177,-200
16-07-2024,MIL,LAC,97,112,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/milwaukee-bucks-los-angeles-clippers-Sdw5O22b/,187,-252,200,-227
14-07-2024,LAC,BKN,87,78,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/los-angeles-clippers-brooklyn-nets-AaFuaRHk/,116,-152,127,-141
12-07-2024,LAC,DEN,88,78,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/los-angeles-clippers-denver-nuggets-rBGPXlJj/,117,-153,125,-143
03-05-2024,DAL,LAC,114,101,1,NBA_2023/2024,usa/nba-2023-2024/dallas-mavericks-los-angeles-clippers-bkP5irdd/,-344,268,-312,293
01-05-2024,LAC,DAL,93,123,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-dallas-mavericks-KKFEp2gM/,118,-139,127,-128
28-04-2024,DAL,LAC,111,116,0,NBA_2023/2024,usa/nba-2023-2024/dallas-mavericks-los-angeles-clippers-rZv0umV9/,-290,230,-270,244
26-04-2024,DAL,LAC,101,90,1,NBA_2023/2024,usa/nba-2023-2024/dallas-mavericks-los-angeles-clippers-z9yhs90c/,-191,159,-182,165
23-04-2024,LAC,DAL,93,96,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-dallas-mavericks-fDb5J58j/,-118,100,-103,108
21-04-2024,LAC,DAL,109,97,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-dallas-mavericks-lKosmMFr/,137,-163,145,-154
14-04-2024,LAC,HOU,105,116,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-houston-rockets-dCqVL441/,145,-173,152,-167
12-04-2024,LAC,UTAH,109,110,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-utah-jazz-EPk8G9SL/,-1413,828,-1111,944
10-04-2024,LAC,PHX,108,124,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-phoenix-suns-Szlb2J7B/,397,-539,420,-500
09-04-2024,PHX,LAC,92,105,0,NBA_2023/2024,usa/nba-2023-2024/phoenix-suns-los-angeles-clippers-EXNOmKhI/,-390,301,-370,312
07-04-2024,LAC,CLE,120,118,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-cleveland-cavaliers-AeNlloXf/,-177,147,-169,160
05-04-2024,LAC,UTAH,131,102,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-utah-jazz-zH30Aylc/,-813,565,-769,666
04-04-2024,LAC,DEN,102,100,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-denver-nuggets-nsnyZERj/,128,-152,138,-147
02-04-2024,SAC,LAC,109,95,1,NBA_2023/2024,usa/nba-2023-2024/sacramento-kings-los-angeles-clippers-ttsNRcKN/,-142,120,-135,127
31-03-2024,CHA,LAC,118,130,0,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-los-angeles-clippers-Yyi4FTU0/,709,-1121,833,-1000
29-03-2024,ORL,LAC,97,100,0,NBA_2023/2024,usa/nba-2023-2024/orlando-magic-los-angeles-clippers-SGqvBEwF/,105,-123,110,-118
27-03-2024,PHI,LAC,107,108,0,NBA_2023/2024,usa/nba-2023-2024/philadelphia-76ers-los-angeles-clippers-bL3aaHv3/,206,-254,222,-238
25-03-2024,LAC,IND,116,133,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-indiana-pacers-6RvMobA3/,-245,200,-233,222
24-03-2024,LAC,PHI,107,121,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-philadelphia-76ers-WY9NqHNI/,-393,301,-370,325
22-03-2024,POR,LAC,117,125,0,NBA_2023/2024,usa/nba-2023-2024/portland-trail-blazers-los-angeles-clippers-WCYnXwvD/,737,-1204,800,-1111
20-03-2024,POR,LAC,103,116,0,NBA_2023/2024,usa/nba-2023-2024/portland-trail-blazers-los-angeles-clippers-8d2gN2Al/,495,-707,554,-667
17-03-2024,LAC,ATL,93,110,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-atlanta-hawks-YH04EYRG/,-458,349,-435,363
15-03-2024,NO,LAC,112,104,1,NBA_2023/2024,usa/nba-2023-2024/new-orleans-pelicans-los-angeles-clippers-IXEcv1pm/,-257,210,-238,220
14-03-2024,CHI,LAC,111,126,0,NBA_2023/2024,usa/nba-2023-2024/chicago-bulls-los-angeles-clippers-YqeYy8Ol/,196,-242,210,-222
12-03-2024,LAC,MIN,100,118,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-minnesota-timberwolves-GYeVbqZa/,-228,187,-222,212
10-03-2024,LAC,MIL,117,124,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-milwaukee-bucks-AgbBYnLf/,206,-246,213,-233
09-03-2024,LAC,CHI,112,102,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-chicago-bulls-OxSTfwxc/,-325,259,-303,283
06-03-2024,HOU,LAC,116,122,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-los-angeles-clippers-vDY8UtOi/,206,-259,215,-244
04-03-2024,MIL,LAC,113,106,1,NBA_2023/2024,usa/nba-2023-2024/milwaukee-bucks-los-angeles-clippers-z5B81rf5/,114,-127,129,170
03-03-2024,MIN,LAC,88,89,0,NBA_2023/2024,usa/nba-2023-2024/minnesota-timberwolves-los-angeles-clippers-rD3tb9mD/,-142,119,-137,124
01-03-2024,LAC,WSH,140,115,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-washington-wizards-8WWp9ZeE/,-1316,766,-1111,850
28-02-2024,LAC,LAL,112,116,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-los-angeles-lakers-QVqudS0S/,-120,102,-112,106
25-02-2024,LAC,SAC,107,123,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-sacramento-kings-ba8PrIQB/,-177,146,-156,166
23-02-2024,MEM,LAC,95,101,0,NBA_2023/2024,usa/nba-2023-2024/memphis-grizzlies-los-angeles-clippers-C8g8J1c0/,315,-420,344,-370
22-02-2024,OKC,LAC,129,107,1,NBA_2023/2024,usa/nba-2023-2024/oklahoma-city-thunder-los-angeles-clippers-AuXx4McD/,-122,101,-114,106
14-02-2024,GSW,LAC,125,130,0,NBA_2023/2024,usa/nba-2023-2024/golden-state-warriors-los-angeles-clippers-jHsvGSj8/,-164,137,-156,147
12-02-2024,LAC,MIN,100,121,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-minnesota-timberwolves-zNML1xWc/,-198,163,-189,172
10-02-2024,LAC,DET,112,106,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-detroit-pistons-0tzLrSBE/,-1600,888,-1429,997
07-02-2024,LAC,NO,106,117,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-new-orleans-pelicans-CUUuY46G/,-211,173,-196,190
05-02-2024,ATL,LAC,144,149,0,NBA_2023/2024,usa/nba-2023-2024/atlanta-hawks-los-angeles-clippers-lzdhOTxh/,146,-175,154,-169
04-02-2024,MIA,LAC,95,103,0,NBA_2023/2024,usa/nba-2023-2024/miami-heat-los-angeles-clippers-GOlMLzHg/,159,-192,177,-175
02-02-2024,DET,LAC,125,136,0,NBA_2023/2024,usa/nba-2023-2024/detroit-pistons-los-angeles-clippers-6B01ev3l/,463,-694,540,-625
31-01-2024,WSH,LAC,109,125,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-los-angeles-clippers-jPJelNeL/,330,-433,370,-370
