date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2
21-07-2024,BOS,PHI,98,103,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/boston-celtics-philadelphia-76ers-Uq6qOtsC/,119,-154
19-07-2024,BOS,DAL,90,101,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/boston-celtics-dallas-mavericks-xURptST0/,-262,195
17-07-2024,CHA,BOS,84,89,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/charlotte-hornets-boston-celtics-t03vw2Hi/,151,-197
15-07-2024,LAL,BOS,74,88,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/los-angeles-lakers-boston-celtics-SKq89ZyP/,251,-358
13-07-2024,BOS,MIA,114,119,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/boston-celtics-miami-heat-vc0SiAAM/,-128,-102
17-06-2024,BOS,DAL,106,88,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-dallas-mavericks-dUhxW4j2/,-270,217
14-06-2024,DAL,BOS,122,84,1,NBA_2023/2024,usa/nba-2023-2024/dallas-mavericks-boston-celtics-6iOfHeYI/,-105,-113
12-06-2024,DAL,BOS,99,106,0,NBA_2023/2024,usa/nba-2023-2024/dallas-mavericks-boston-celtics-YwQnJH36/,-145,122
09-06-2024,BOS,DAL,105,98,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-dallas-mavericks-xCWwLwZg/,-261,209
06-06-2024,BOS,DAL,107,89,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-dallas-mavericks-UoTVMa4s/,-243,197
27-05-2024,IND,BOS,102,105,0,NBA_2023/2024,usa/nba-2023-2024/indiana-pacers-boston-celtics-jwigCJQO/,227,-284
25-05-2024,IND,BOS,111,114,0,NBA_2023/2024,usa/nba-2023-2024/indiana-pacers-boston-celtics-IPhoEudC/,228,-281
23-05-2024,BOS,IND,126,110,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-indiana-pacers-xGpwG1Ra/,-374,294
21-05-2024,BOS,IND,133,128,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-indiana-pacers-UksVHNdm/,-417,322
15-05-2024,BOS,CLE,113,98,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-cleveland-cavaliers-lj28NK5j/,-1644,915
13-05-2024,CLE,BOS,102,109,0,NBA_2023/2024,usa/nba-2023-2024/cleveland-cavaliers-boston-celtics-vcMXAHxR/,481,-686
11-05-2024,CLE,BOS,93,106,0,NBA_2023/2024,usa/nba-2023-2024/cleveland-cavaliers-boston-celtics-IsYOCw8E/,243,-304
09-05-2024,BOS,CLE,94,118,0,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-cleveland-cavaliers-jytwkzG7/,-897,598
07-05-2024,BOS,CLE,120,95,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-cleveland-cavaliers-WYPyidoe/,-765,529
01-05-2024,BOS,MIA,118,84,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-miami-heat-repuKinJ/,-1000,645
29-04-2024,MIA,BOS,88,102,0,NBA_2023/2024,usa/nba-2023-2024/miami-heat-boston-celtics-xtdtbE3e/,377,-506
27-04-2024,MIA,BOS,84,104,0,NBA_2023/2024,usa/nba-2023-2024/miami-heat-boston-celtics-4ErZazZr/,331,-432
24-04-2024,BOS,MIA,101,111,0,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-miami-heat-Kt725dBL/,-1000,650
21-04-2024,BOS,MIA,114,94,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-miami-heat-CG3f7It9/,-1048,663
14-04-2024,BOS,WSH,132,122,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-washington-wizards-Y9WvBmjq/,-455,346
12-04-2024,BOS,CHA,131,98,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-charlotte-hornets-6syQGIM4/,-299,240
11-04-2024,BOS,NY,109,118,0,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-new-york-knicks-z1i60cxO/,-149,126
09-04-2024,MIL,BOS,104,91,1,NBA_2023/2024,usa/nba-2023-2024/milwaukee-bucks-boston-celtics-ShsUbp1J/,-166,139
07-04-2024,BOS,POR,124,107,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-portland-trail-blazers-UcwjnP17/,-1585,906
05-04-2024,BOS,SAC,101,100,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-sacramento-kings-l6SVfdlA/,-401,313
03-04-2024,BOS,OKC,135,100,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-oklahoma-city-thunder-Q3Fupuzh/,-714,498
01-04-2024,CHA,BOS,104,118,0,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-boston-celtics-8hlyIMja/,1094,-2167
30-03-2024,NO,BOS,92,104,0,NBA_2023/2024,usa/nba-2023-2024/new-orleans-pelicans-boston-celtics-lpDLNiNK/,190,-231
28-03-2024,ATL,BOS,123,122,1,NBA_2023/2024,usa/nba-2023-2024/atlanta-hawks-boston-celtics-4rbqkXGe/,723,-1171
25-03-2024,ATL,BOS,120,118,1,NBA_2023/2024,usa/nba-2023-2024/atlanta-hawks-boston-celtics-lAtl0x8a/,383,-518
23-03-2024,CHI,BOS,113,124,0,NBA_2023/2024,usa/nba-2023-2024/chicago-bulls-boston-celtics-KUS1lu9m/,169,-204
22-03-2024,DET,BOS,102,129,0,NBA_2023/2024,usa/nba-2023-2024/detroit-pistons-boston-celtics-YcxSy2Ps/,604,-909
20-03-2024,BOS,MIL,122,119,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-milwaukee-bucks-2eNEUpIE/,-522,392
18-03-2024,BOS,DET,119,94,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-detroit-pistons-tr4CCCdT/,-1477,847
17-03-2024,WSH,BOS,104,130,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-boston-celtics-G6ZanGrO/,764,-1294
14-03-2024,BOS,PHX,127,112,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-phoenix-suns-vNeUxl9r/,-229,185
12-03-2024,UTAH,BOS,107,123,0,NBA_2023/2024,usa/nba-2023-2024/utah-jazz-boston-celtics-xrcRaPJg/,209,-259
11-03-2024,POR,BOS,99,121,0,NBA_2023/2024,usa/nba-2023-2024/portland-trail-blazers-boston-celtics-WSE5rOlJ/,452,-625
09-03-2024,PHX,BOS,107,117,0,NBA_2023/2024,usa/nba-2023-2024/phoenix-suns-boston-celtics-beKthyMF/,178,-219
07-03-2024,DEN,BOS,115,109,1,NBA_2023/2024,usa/nba-2023-2024/denver-nuggets-boston-celtics-Eg54JGFj/,108,-127
05-03-2024,CLE,BOS,105,104,1,NBA_2023/2024,usa/nba-2023-2024/cleveland-cavaliers-boston-celtics-hdARH3vn/,300,-385
03-03-2024,BOS,GSW,140,88,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-golden-state-warriors-4M4xakY6/,-344,269
01-03-2024,BOS,DAL,138,110,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-dallas-mavericks-vi5l4Phk/,-390,299
27-02-2024,BOS,PHI,117,99,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-philadelphia-76ers-EZ40pV1G/,-643,444
24-02-2024,NY,BOS,102,116,0,NBA_2023/2024,usa/nba-2023-2024/new-york-knicks-boston-celtics-U5uvXKRa/,194,-240
22-02-2024,CHI,BOS,112,129,0,NBA_2023/2024,usa/nba-2023-2024/chicago-bulls-boston-celtics-IXEV5rT0/,278,-362
14-02-2024,BOS,BKN,136,86,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-brooklyn-nets-Mwo3EFF3/,-714,491
13-02-2024,BKN,BOS,110,118,0,NBA_2023/2024,usa/nba-2023-2024/brooklyn-nets-boston-celtics-EDLP0do4/,262,-334
11-02-2024,MIA,BOS,106,110,0,NBA_2023/2024,usa/nba-2023-2024/miami-heat-boston-celtics-8MRjdotE/,246,-312
09-02-2024,BOS,WSH,133,129,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-washington-wizards-p0pguMDq/,-2667,1235
07-02-2024,BOS,ATL,125,117,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-atlanta-hawks-G2yXZQy4/,-723,496
04-02-2024,BOS,MEM,131,91,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-memphis-grizzlies-zFtENdns/,-2927,1246
01-02-2024,BOS,LAL,105,114,0,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-los-angeles-lakers-tUGM2MAE/,-1395,820
30-01-2024,BOS,IND,129,124,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-indiana-pacers-l0ZdTLJe/,-329,259
29-01-2024,BOS,NO,118,112,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-new-orleans-pelicans-8rcoYA5N/,-323,254
27-01-2024,BOS,LAC,96,115,0,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-los-angeles-clippers-vkQeNgi5/,-272,216
25-01-2024,MIA,BOS,110,143,0,NBA_2023/2024,usa/nba-2023-2024/miami-heat-boston-celtics-YRJvZVYJ/,262,-331
22-01-2024,DAL,BOS,110,119,0,NBA_2023/2024,usa/nba-2023-2024/dallas-mavericks-boston-celtics-lbfILLb3/,118,-139
21-01-2024,HOU,BOS,107,116,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-boston-celtics-j3Om6taG/,495,-701
19-01-2024,BOS,DEN,100,102,0,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-denver-nuggets-CrdmwrVT/,-276,222
