date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
20-07-2024,DEN,NO,91,82,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/denver-nuggets-new-orleans-pelicans-zqYG5YQp/,124,-160,135,-149
18-07-2024,DEN,IND,86,71,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/denver-nuggets-indiana-pacers-SWgEku1c/,175,-232,196,-222
16-07-2024,DEN,CHA,66,80,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/denver-nuggets-charlotte-hornets-W6VXPfM5/,148,-195,162,-179
14-07-2024,TOR,DEN,84,81,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/toronto-raptors-denver-nuggets-CKoMEnzQ/,-229,169,-204,181
12-07-2024,LAC,DEN,88,78,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/los-angeles-clippers-denver-nuggets-rBGPXlJj/,117,-153,125,-143
19-05-2024,DEN,MIN,90,98,0,NBA_2023/2024,usa/nba-2023-2024/denver-nuggets-minnesota-timberwolves-vJHjMg0m/,-193,160,-179,170
16-05-2024,MIN,DEN,115,70,1,NBA_2023/2024,usa/nba-2023-2024/minnesota-timberwolves-denver-nuggets-UDcZnEI6/,-131,110,-120,117
14-05-2024,DEN,MIN,112,97,1,NBA_2023/2024,usa/nba-2023-2024/denver-nuggets-minnesota-timberwolves-n1nnoQCs/,-189,156,-175,170
12-05-2024,MIN,DEN,107,115,0,NBA_2023/2024,usa/nba-2023-2024/minnesota-timberwolves-denver-nuggets-lnOqvsp4/,-175,144,-167,154
10-05-2024,MIN,DEN,90,117,0,NBA_2023/2024,usa/nba-2023-2024/minnesota-timberwolves-denver-nuggets-hKUzt3Fi/,-156,129,-147,140
06-05-2024,DEN,MIN,80,106,0,NBA_2023/2024,usa/nba-2023-2024/denver-nuggets-minnesota-timberwolves-0QskIaNp/,-302,240,-270,260
04-05-2024,DEN,MIN,99,106,0,NBA_2023/2024,usa/nba-2023-2024/denver-nuggets-minnesota-timberwolves-r91INLaN/,-187,154,-175,162
29-04-2024,DEN,LAL,108,106,1,NBA_2023/2024,usa/nba-2023-2024/denver-nuggets-los-angeles-lakers-nRBwQuio/,-245,198,-227,231
27-04-2024,LAL,DEN,119,108,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-lakers-denver-nuggets-UVCmWrhd/,131,-156,140,-147
25-04-2024,LAL,DEN,105,112,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-lakers-denver-nuggets-Y3JvY4Nq/,-120,102,-118,110
