date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
22-09-2024,CHC,WSH,5,0,1,MLB,usa/mlb/chicago-cubs-washington-nationals-dWZQYjNl/,-206,175,-196,181
21-09-2024,CHC,WSH,1,5,0,MLB,usa/mlb/chicago-cubs-washington-nationals-48Be7BTD/,-136,118,-128,122
20-09-2024,CHC,WSH,3,1,1,MLB,usa/mlb/chicago-cubs-washington-nationals-IwjJaKR4/,-164,141,-159,149
19-09-2024,CHC,WSH,7,6,1,MLB,usa/mlb/chicago-cubs-washington-nationals-YTI4BHQG/,-182,156,-169,163
18-09-2024,NYM,WSH,10,0,1,MLB,usa/mlb/new-york-mets-washington-nationals-AVmJGC2d/,-173,148,-161,152
17-09-2024,NYM,WSH,10,1,1,MLB,usa/mlb/new-york-mets-washington-nationals-IgMKYpOs/,-166,143,-159,150
16-09-2024,NYM,WSH,2,1,1,MLB,usa/mlb/new-york-mets-washington-nationals-IDp2oO7m/,-204,174,-200,181
15-09-2024,WSH,MIA,4,3,1,MLB,usa/mlb/washington-nationals-miami-marlins-bX5y0NMt/,-174,149,-164,154
14-09-2024,WSH,MIA,4,1,1,MLB,usa/mlb/washington-nationals-miami-marlins-A5tMg7H4/,-144,124,-139,129
13-09-2024,WSH,MIA,4,1,1,MLB,usa/mlb/washington-nationals-miami-marlins-jNjIJfyR/,-142,122,-135,127
12-09-2024,WSH,MIA,3,6,0,MLB,usa/mlb/washington-nationals-miami-marlins-z97NSXDs/,-193,164,-185,175
11-09-2024,WSH,ATL,5,1,1,MLB,usa/mlb/washington-nationals-atlanta-braves-QH2nNTsJ/,148,-171,156,-159
10-09-2024,WSH,ATL,0,12,0,MLB,usa/mlb/washington-nationals-atlanta-braves-bTVmu234/,120,-139,124,-130
08-09-2024,PIT,WSH,7,3,1,MLB,usa/mlb/pittsburgh-pirates-washington-nationals-80GPc7F0/,-157,135,-147,144
07-09-2024,PIT,WSH,6,8,0,MLB,usa/mlb/pittsburgh-pirates-washington-nationals-U3liGzmP/,-143,124,-141,129
07-09-2024,PIT,WSH,3,5,0,MLB,usa/mlb/pittsburgh-pirates-washington-nationals-CjrELVO4/,-130,107,-128,110
05-09-2024,PIT,WSH,9,4,1,MLB,usa/mlb/pittsburgh-pirates-washington-nationals-jeMjZlg4/,-120,103,-116,108
04-09-2024,MIA,WSH,4,3,1,MLB,usa/mlb/miami-marlins-washington-nationals-S0N6Rcie/,123,-142,127,-139
03-09-2024,MIA,WSH,2,6,0,MLB,usa/mlb/miami-marlins-washington-nationals-xEkdxF5D/,-111,-105,-105,-103
01-09-2024,WSH,CHC,1,14,0,MLB,usa/mlb/washington-nationals-chicago-cubs-GKbg6gKg/,109,-128,114,-122
