date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2
22-09-2024,LAD,COL,6,5,1,MLB,usa/mlb/los-angeles-dodgers-colorado-rockies-0tSgzqsd/,-396,320
21-09-2024,LAD,COL,3,6,0,MLB,usa/mlb/los-angeles-dodgers-colorado-rockies-Q1OThCEK/,-299,248
20-09-2024,LAD,COL,6,4,1,MLB,usa/mlb/los-angeles-dodgers-colorado-rockies-vmVqoLCB/,-264,222
18-09-2024,COL,ARI,4,9,0,MLB,usa/mlb/colorado-rockies-arizona-diamondbacks-SjI8AytN/,144,-167
17-09-2024,COL,ARI,8,2,1,MLB,usa/mlb/colorado-rockies-arizona-diamondbacks-CzS1uduc/,125,-145
16-09-2024,COL,ARI,3,2,1,MLB,usa/mlb/colorado-rockies-arizona-diamondbacks-QJLOX4wl/,150,-175
15-09-2024,COL,CHC,2,6,0,MLB,usa/mlb/colorado-rockies-chicago-cubs-82wFrMi6/,117,-135
14-09-2024,COL,CHC,6,5,1,MLB,usa/mlb/colorado-rockies-chicago-cubs-8tp5ckIu/,128,-148
13-09-2024,COL,CHC,9,5,1,MLB,usa/mlb/colorado-rockies-chicago-cubs-OABJbga1/,125,-145
12-09-2024,DET,COL,2,4,0,MLB,usa/mlb/detroit-tigers-colorado-rockies-bmGeXD5Q/,-297,245
11-09-2024,DET,COL,7,4,1,MLB,usa/mlb/detroit-tigers-colorado-rockies-6Z6ARrZ4/,-200,172
10-09-2024,DET,COL,11,0,1,MLB,usa/mlb/detroit-tigers-colorado-rockies-WxSPWwBp/,-192,165
08-09-2024,MIL,COL,1,4,0,MLB,usa/mlb/milwaukee-brewers-colorado-rockies-fgKldfvd/,-295,245
07-09-2024,MIL,COL,5,2,1,MLB,usa/mlb/milwaukee-brewers-colorado-rockies-vJBubyRt/,-297,247
06-09-2024,MIL,COL,2,3,0,MLB,usa/mlb/milwaukee-brewers-colorado-rockies-ITMv7W9B/,-234,197
05-09-2024,ATL,COL,1,3,0,MLB,usa/mlb/atlanta-braves-colorado-rockies-rkaPIT8N/,-279,233
04-09-2024,ATL,COL,5,2,1,MLB,usa/mlb/atlanta-braves-colorado-rockies-z7bTDvNe/,-275,231
03-09-2024,ATL,COL,3,0,1,MLB,usa/mlb/atlanta-braves-colorado-rockies-Ycb6naTK/,-366,301
01-09-2024,COL,BAL,1,6,0,MLB,usa/mlb/colorado-rockies-baltimore-orioles-r70o8Fks/,160,-188
31-08-2024,COL,BAL,7,5,1,MLB,usa/mlb/colorado-rockies-baltimore-orioles-KU6p4OfN/,137,-159
30-08-2024,COL,BAL,3,5,0,MLB,usa/mlb/colorado-rockies-baltimore-orioles-McyqJiLd/,123,-143
29-08-2024,COL,MIA,8,12,0,MLB,usa/mlb/colorado-rockies-miami-marlins-KSD9Lpse/,-136,118
28-08-2024,COL,MIA,8,2,1,MLB,usa/mlb/colorado-rockies-miami-marlins-O0AdkG1h/,-139,120
27-08-2024,COL,MIA,8,9,0,MLB,usa/mlb/colorado-rockies-miami-marlins-QorlbBpN/,-148,127
26-08-2024,COL,MIA,3,2,1,MLB,usa/mlb/colorado-rockies-miami-marlins-COX6i0T7/,-116,100
25-08-2024,NYY,COL,10,3,1,MLB,usa/mlb/new-york-yankees-colorado-rockies-COgx7uTf/,-254,213
24-08-2024,NYY,COL,2,9,0,MLB,usa/mlb/new-york-yankees-colorado-rockies-Wbu6u0ZJ/,-306,255
23-08-2024,NYY,COL,3,0,1,MLB,usa/mlb/new-york-yankees-colorado-rockies-GELQU3xa/,-339,279
22-08-2024,WSH,COL,8,3,1,MLB,usa/mlb/washington-nationals-colorado-rockies-p8xxOhLq/,-151,131
21-08-2024,WSH,COL,6,1,1,MLB,usa/mlb/washington-nationals-colorado-rockies-tfrAcgC2/,-162,140
20-08-2024,WSH,COL,1,3,0,MLB,usa/mlb/washington-nationals-colorado-rockies-8OjW2llr/,-160,138
18-08-2024,COL,SD,3,2,1,MLB,usa/mlb/colorado-rockies-san-diego-padres-SQCJUcwh/,166,-193
17-08-2024,COL,SD,3,8,0,MLB,usa/mlb/colorado-rockies-san-diego-padres-6yOIwgMM/,167,-193
16-08-2024,COL,SD,7,3,1,MLB,usa/mlb/colorado-rockies-san-diego-padres-UivYV1KD/,139,-161
14-08-2024,ARI,COL,11,4,1,MLB,usa/mlb/arizona-diamondbacks-colorado-rockies-86wCrNJP/,-210,178
13-08-2024,ARI,COL,4,3,1,MLB,usa/mlb/arizona-diamondbacks-colorado-rockies-KKDQmIe5/,-193,166
12-08-2024,ARI,COL,5,4,1,MLB,usa/mlb/arizona-diamondbacks-colorado-rockies-IyNqJ0i7/,-296,245
11-08-2024,COL,ATL,9,8,1,MLB,usa/mlb/colorado-rockies-atlanta-braves-AVoNWJL6/,148,-172
10-08-2024,COL,ATL,8,11,0,MLB,usa/mlb/colorado-rockies-atlanta-braves-GlxxRlko/,167,-193
09-08-2024,COL,ATL,6,5,1,MLB,usa/mlb/colorado-rockies-atlanta-braves-hAe4qIM9/,138,-160
08-08-2024,COL,NYM,1,9,0,MLB,usa/mlb/colorado-rockies-new-york-mets-U9oHBz62/,127,-148
07-08-2024,COL,NYM,3,5,0,MLB,usa/mlb/colorado-rockies-new-york-mets-hQ1W3q4g/,130,-150
06-08-2024,COL,NYM,6,3,1,MLB,usa/mlb/colorado-rockies-new-york-mets-WzDVCvmO/,129,-150
04-08-2024,SD,COL,10,2,1,MLB,usa/mlb/san-diego-padres-colorado-rockies-42CsucWG/,-228,194
03-08-2024,SD,COL,3,2,1,MLB,usa/mlb/san-diego-padres-colorado-rockies-t8DcX5U7/,-202,172
02-08-2024,SD,COL,2,5,0,MLB,usa/mlb/san-diego-padres-colorado-rockies-UoBc2QTs/,-181,155
01-08-2024,LAA,COL,4,5,0,MLB,usa/mlb/los-angeles-angels-colorado-rockies-bswzbWgg/,-120,103
31-07-2024,LAA,COL,1,2,0,MLB,usa/mlb/los-angeles-angels-colorado-rockies-h2o2150o/,-137,118
30-07-2024,LAA,COL,10,7,1,MLB,usa/mlb/los-angeles-angels-colorado-rockies-M110A0qG/,-132,114
28-07-2024,SF,COL,5,4,1,MLB,usa/mlb/san-francisco-giants-colorado-rockies-YZ30RhK7/,-191,164
27-07-2024,SF,COL,5,0,1,MLB,usa/mlb/san-francisco-giants-colorado-rockies-UNEditvU/,-205,177
27-07-2024,SF,COL,4,1,1,MLB,usa/mlb/san-francisco-giants-colorado-rockies-6q6On0no/,-227,193
26-07-2024,SF,COL,11,4,1,MLB,usa/mlb/san-francisco-giants-colorado-rockies-UN01LKhA/,-174,150
24-07-2024,COL,BOS,20,7,1,MLB,usa/mlb/colorado-rockies-boston-red-sox-GGQuEc2s/,124,-144
23-07-2024,COL,BOS,0,6,0,MLB,usa/mlb/colorado-rockies-boston-red-sox-hz1wNhoC/,135,-157
22-07-2024,COL,BOS,9,8,1,MLB,usa/mlb/colorado-rockies-boston-red-sox-EmGyt7ii/,140,-162
21-07-2024,COL,SF,2,3,0,MLB,usa/mlb/colorado-rockies-san-francisco-giants-f1Y031kF/,121,-140
20-07-2024,COL,SF,4,3,1,MLB,usa/mlb/colorado-rockies-san-francisco-giants-MVtN8dRf/,140,-162
19-07-2024,COL,SF,7,3,1,MLB,usa/mlb/colorado-rockies-san-francisco-giants-rPeB5oHU/,113,-130
14-07-2024,NYM,COL,5,8,0,MLB,usa/mlb/new-york-mets-colorado-rockies-00SyM61B/,-191,164
13-07-2024,NYM,COL,7,3,1,MLB,usa/mlb/new-york-mets-colorado-rockies-WQNeBA4j/,-204,175
12-07-2024,NYM,COL,7,6,1,MLB,usa/mlb/new-york-mets-colorado-rockies-4jfQqVAF/,-290,244
11-07-2024,CIN,COL,8,1,1,MLB,usa/mlb/cincinnati-reds-colorado-rockies-hYwlxv96/,-202,174
10-07-2024,CIN,COL,5,6,0,MLB,usa/mlb/cincinnati-reds-colorado-rockies-zHizly8I/,-193,167
09-07-2024,CIN,COL,12,6,1,MLB,usa/mlb/cincinnati-reds-colorado-rockies-KxRRIe7h/,-194,167
08-07-2024,CIN,COL,6,0,1,MLB,usa/mlb/cincinnati-reds-colorado-rockies-fJDNFpcS/,-168,142
07-07-2024,COL,KC,1,10,0,MLB,usa/mlb/colorado-rockies-kansas-city-royals-nVXzN14e/,148,-171
06-07-2024,COL,KC,3,1,1,MLB,usa/mlb/colorado-rockies-kansas-city-royals-APt4uVyK/,139,-160
05-07-2024,COL,KC,4,2,1,MLB,usa/mlb/colorado-rockies-kansas-city-royals-jPVQXwzB/,158,-183
04-07-2024,COL,MIL,4,3,1,MLB,usa/mlb/colorado-rockies-milwaukee-brewers-GSjtwZBj/,117,-135
03-07-2024,COL,MIL,0,3,0,MLB,usa/mlb/colorado-rockies-milwaukee-brewers-CSFHBgIF/,149,-172
02-07-2024,COL,MIL,3,4,0,MLB,usa/mlb/colorado-rockies-milwaukee-brewers-hjut42G6/,-102,-114
01-07-2024,COL,MIL,8,7,1,MLB,usa/mlb/colorado-rockies-milwaukee-brewers-vHr3JsGg/,126,-146
30-06-2024,CHW,COL,4,5,0,MLB,usa/mlb/chicago-white-sox-colorado-rockies-nmZNEJUO/,-222,189
29-06-2024,CHW,COL,11,3,1,MLB,usa/mlb/chicago-white-sox-colorado-rockies-boRNqvUb/,-110,-104
28-06-2024,CHW,COL,5,3,1,MLB,usa/mlb/chicago-white-sox-colorado-rockies-MuGoxmSk/,-133,114
26-06-2024,HOU,COL,7,1,1,MLB,usa/mlb/houston-astros-colorado-rockies-tvSVr1B8/,-192,165
25-06-2024,HOU,COL,5,2,1,MLB,usa/mlb/houston-astros-colorado-rockies-61NgAt5q/,-264,225
23-06-2024,COL,WSH,1,2,0,MLB,usa/mlb/colorado-rockies-washington-nationals-WYBRkFNa/,113,-131
22-06-2024,COL,WSH,8,7,1,MLB,usa/mlb/colorado-rockies-washington-nationals-MwoHqv1Q/,-109,-106
21-06-2024,COL,WSH,5,11,0,MLB,usa/mlb/colorado-rockies-washington-nationals-boyuBJf1/,107,-124
20-06-2024,COL,LAD,3,5,0,MLB,usa/mlb/colorado-rockies-los-angeles-dodgers-WjsCLCCi/,183,-214
19-06-2024,COL,LAD,7,6,1,MLB,usa/mlb/colorado-rockies-los-angeles-dodgers-IVoN4NGU/,174,-202
18-06-2024,COL,LAD,9,11,0,MLB,usa/mlb/colorado-rockies-los-angeles-dodgers-0UuOeSXa/,163,-188
17-06-2024,COL,LAD,5,9,0,MLB,usa/mlb/colorado-rockies-los-angeles-dodgers-6XotoBJs/,140,-161
16-06-2024,COL,PIT,2,8,0,MLB,usa/mlb/colorado-rockies-pittsburgh-pirates-zkuArIcq/,-102,-113
15-06-2024,COL,PIT,16,4,1,MLB,usa/mlb/colorado-rockies-pittsburgh-pirates-h2omwNL3/,143,-165
14-06-2024,COL,PIT,2,5,0,MLB,usa/mlb/colorado-rockies-pittsburgh-pirates-A9Ce82MT/,-104,-111
12-06-2024,MIN,COL,17,9,1,MLB,usa/mlb/minnesota-twins-colorado-rockies-lfngb6y8/,-246,206
11-06-2024,MIN,COL,4,5,0,MLB,usa/mlb/minnesota-twins-colorado-rockies-Qs2ugBaS/,-210,180
10-06-2024,MIN,COL,5,0,1,MLB,usa/mlb/minnesota-twins-colorado-rockies-ID60hv9H/,-245,207
09-06-2024,STL,COL,5,1,1,MLB,usa/mlb/st-louis-cardinals-colorado-rockies-rehIu1PB/,-169,145
08-06-2024,STL,COL,5,6,0,MLB,usa/mlb/st-louis-cardinals-colorado-rockies-tYfSW5ts/,-212,181
07-06-2024,STL,COL,8,5,1,MLB,usa/mlb/st-louis-cardinals-colorado-rockies-fyHV05dD/,-182,157
06-06-2024,STL,COL,2,3,0,MLB,usa/mlb/st-louis-cardinals-colorado-rockies-IcpHa1Fi/,-227,191
05-06-2024,COL,CIN,7,12,0,MLB,usa/mlb/colorado-rockies-cincinnati-reds-d62BnfK5/,123,-142
04-06-2024,COL,CIN,1,4,0,MLB,usa/mlb/colorado-rockies-cincinnati-reds-rLeefoME/,110,-127
03-06-2024,COL,CIN,3,13,0,MLB,usa/mlb/colorado-rockies-cincinnati-reds-4GHItSiF/,-102,-113
02-06-2024,LAD,COL,4,0,1,MLB,usa/mlb/los-angeles-dodgers-colorado-rockies-lv8zUl89/,-261,220
01-06-2024,LAD,COL,4,1,1,MLB,usa/mlb/los-angeles-dodgers-colorado-rockies-U3M6eU1p/,-307,256
31-05-2024,LAD,COL,1,4,0,MLB,usa/mlb/los-angeles-dodgers-colorado-rockies-SWir3L3g/,-349,288
29-05-2024,COL,CLE,7,4,1,MLB,usa/mlb/colorado-rockies-cleveland-guardians-SYdjp7cE/,126,-145
28-05-2024,COL,CLE,7,13,0,MLB,usa/mlb/colorado-rockies-cleveland-guardians-t83vSFET/,114,-131
27-05-2024,COL,CLE,8,6,1,MLB,usa/mlb/colorado-rockies-cleveland-guardians-SbjhGIFH/,113,-130
