date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
22-09-2024,OAK,NYY,4,7,0,MLB,usa/mlb/oakland-athletics-new-york-yankees-d8ersFF8/,149,-174,156,-169
21-09-2024,OAK,NYY,0,10,0,MLB,usa/mlb/oakland-athletics-new-york-yankees-zyE3nAil/,155,-180,160,-172
20-09-2024,OAK,NYY,2,4,0,MLB,usa/mlb/oakland-athletics-new-york-yankees-CxNdrJdU/,161,-188,169,-179
19-09-2024,SEA,NYY,3,2,1,MLB,usa/mlb/seattle-mariners-new-york-yankees-4lRmFaRi/,-124,107,-120,112
18-09-2024,SEA,NYY,1,2,0,MLB,usa/mlb/seattle-mariners-new-york-yankees-tfrrPzeG/,102,-118,108,-111
17-09-2024,SEA,NYY,2,11,0,MLB,usa/mlb/seattle-mariners-new-york-yankees-SOgbHqg7/,-104,-111,-102,-105
15-09-2024,NYY,BOS,5,2,1,MLB,usa/mlb/new-york-yankees-boston-red-sox-vTYAq2x0/,-170,146,-164,156
14-09-2024,NYY,BOS,1,7,0,MLB,usa/mlb/new-york-yankees-boston-red-sox-tjW0hcLU/,-191,162,-182,169
13-09-2024,NYY,BOS,5,4,1,MLB,usa/mlb/new-york-yankees-boston-red-sox-rafMaZqe/,-172,148,-152,156
12-09-2024,NYY,BOS,2,1,1,MLB,usa/mlb/new-york-yankees-boston-red-sox-QZHmZZzE/,-194,166,-185,170
11-09-2024,NYY,KC,4,3,1,MLB,usa/mlb/new-york-yankees-kansas-city-royals-I9AEQ2lB/,-147,127,-139,133
10-09-2024,NYY,KC,0,5,0,MLB,usa/mlb/new-york-yankees-kansas-city-royals-ATQTVcQj/,-141,122,-135,127
09-09-2024,NYY,KC,10,4,1,MLB,usa/mlb/new-york-yankees-kansas-city-royals-KCmg7Knc/,-184,159,-172,165
08-09-2024,CHC,NYY,2,1,1,MLB,usa/mlb/chicago-cubs-new-york-yankees-bNAvJHo9/,138,-160,142,-154
07-09-2024,CHC,NYY,0,2,0,MLB,usa/mlb/chicago-cubs-new-york-yankees-Ey4heZAa/,123,-143,129,-135
06-09-2024,CHC,NYY,0,3,0,MLB,usa/mlb/chicago-cubs-new-york-yankees-ryKj4UgU/,101,-117,106,-112
04-09-2024,TEX,NYY,10,6,1,MLB,usa/mlb/texas-rangers-new-york-yankees-xWrSYuaL/,-106,-110,-104,-104
03-09-2024,TEX,NYY,7,4,1,MLB,usa/mlb/texas-rangers-new-york-yankees-8Ycutc6l/,136,-157,140,-154
02-09-2024,TEX,NYY,4,8,0,MLB,usa/mlb/texas-rangers-new-york-yankees-jHFVjEK6/,159,-185,168,-175
