date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
21-07-2024,POR,HOU,105,95,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/portland-trail-blazers-houston-rockets-IqB3XpKP/,139,-180,154,-172
18-07-2024,HOU,MIN,83,93,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/houston-rockets-minnesota-timberwolves-pWn6mAyR/,-139,108,-130,122
15-07-2024,HOU,DET,73,87,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/houston-rockets-detroit-pistons-8jFIXoOE/,-380,265,-370,290
14-07-2024,WSH,HOU,91,109,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/washington-wizards-houston-rockets-bLezL8v9/,188,-255,200,-244
12-07-2024,LAL,HOU,80,99,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/los-angeles-lakers-houston-rockets-WALqsgd4/,233,-327,260,-294
14-04-2024,LAC,HOU,105,116,0,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-houston-rockets-dCqVL441/,145,-173,152,-167
12-04-2024,POR,HOU,107,116,0,NBA_2023/2024,usa/nba-2023-2024/portland-trail-blazers-houston-rockets-K2j4HkDF/,188,-231,212,-222
11-04-2024,UTAH,HOU,124,121,1,NBA_2023/2024,usa/nba-2023-2024/utah-jazz-houston-rockets-EijAaHiU/,408,-551,445,-500
09-04-2024,HOU,ORL,118,106,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-orlando-magic-OOSagOOt/,120,-143,131,-128
07-04-2024,DAL,HOU,147,136,1,NBA_2023/2024,usa/nba-2023-2024/dallas-mavericks-houston-rockets-GYNpkRHl/,-396,307,-370,326
05-04-2024,HOU,MIA,104,119,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-miami-heat-MJQwgzJM/,132,-157,141,-152
04-04-2024,HOU,GSW,110,133,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-golden-state-warriors-8jmXZfCp/,131,-156,140,-147
02-04-2024,MIN,HOU,113,106,1,NBA_2023/2024,usa/nba-2023-2024/minnesota-timberwolves-houston-rockets-6NlAUaz5/,-304,245,-286,290
31-03-2024,HOU,DAL,107,125,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-dallas-mavericks-r7YfxixE/,133,-159,149,-152
29-03-2024,UTAH,HOU,100,101,0,NBA_2023/2024,usa/nba-2023-2024/utah-jazz-houston-rockets-hIJCPDh8/,262,-328,286,-294
27-03-2024,OKC,HOU,126,132,0,NBA_2023/2024,usa/nba-2023-2024/oklahoma-city-thunder-houston-rockets-S0eGeZwS/,-195,161,-185,171
25-03-2024,HOU,POR,110,92,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-portland-trail-blazers-OSY0czhI/,-1024,665,-909,769
23-03-2024,HOU,UTAH,147,119,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-utah-jazz-2gI6maOg/,-522,390,-455,425
21-03-2024,HOU,CHI,127,117,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-chicago-bulls-boe6K0f7/,-152,128,-143,143
19-03-2024,WSH,HOU,114,137,0,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-houston-rockets-I7mBAPQr/,387,-514,409,-455
16-03-2024,HOU,CLE,117,103,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-cleveland-cavaliers-8M7AyaU5/,161,-196,171,-185
14-03-2024,HOU,WSH,135,119,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-washington-wizards-CzfxySwe/,-367,283,-345,293
12-03-2024,SA,HOU,101,103,0,NBA_2023/2024,usa/nba-2023-2024/san-antonio-spurs-houston-rockets-r7rO054m/,125,-149,140,-141
10-03-2024,SAC,HOU,104,112,0,NBA_2023/2024,usa/nba-2023-2024/sacramento-kings-houston-rockets-x6wAglcK/,-271,218,-250,231
08-03-2024,POR,HOU,107,123,0,NBA_2023/2024,usa/nba-2023-2024/portland-trail-blazers-houston-rockets-zNYoWgad/,214,-261,225,-244
06-03-2024,HOU,LAC,116,122,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-los-angeles-clippers-vDY8UtOi/,206,-259,215,-244
05-03-2024,HOU,SA,114,101,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-san-antonio-spurs-My2rELwB/,-280,226,-270,240
02-03-2024,PHX,HOU,109,118,0,NBA_2023/2024,usa/nba-2023-2024/phoenix-suns-houston-rockets-8fBT0B3f/,-417,313,-357,350
29-02-2024,PHX,HOU,110,105,1,NBA_2023/2024,usa/nba-2023-2024/phoenix-suns-houston-rockets-pzH5Cmo9/,-394,295,-357,312
27-02-2024,OKC,HOU,112,95,1,NBA_2023/2024,usa/nba-2023-2024/oklahoma-city-thunder-houston-rockets-I7mqx79d/,-468,352,-417,394
25-02-2024,HOU,OKC,110,123,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-oklahoma-city-thunder-zq25mtCt/,199,-249,212,-233
23-02-2024,HOU,PHX,114,110,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-phoenix-suns-Iof4Ksrf/,120,-143,129,-135
22-02-2024,NO,HOU,127,105,1,NBA_2023/2024,usa/nba-2023-2024/new-orleans-pelicans-houston-rockets-CfEZ42r7/,-267,211,-244,221
14-02-2024,MEM,HOU,121,113,1,NBA_2023/2024,usa/nba-2023-2024/memphis-grizzlies-houston-rockets-I5vCCgpG/,117,-138,127,-123
12-02-2024,HOU,NY,105,103,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-new-york-knicks-dMM6py1N/,-109,-109,-104,-104
10-02-2024,ATL,HOU,122,113,1,NBA_2023/2024,usa/nba-2023-2024/atlanta-hawks-houston-rockets-z344z4Jf/,-281,222,-263,239
09-02-2024,TOR,HOU,107,104,1,NBA_2023/2024,usa/nba-2023-2024/toronto-raptors-houston-rockets-hI3v1Al2/,-144,121,-132,129
06-02-2024,IND,HOU,132,129,1,NBA_2023/2024,usa/nba-2023-2024/indiana-pacers-houston-rockets-8xCgM774/,-333,262,-312,275
04-02-2024,MIN,HOU,111,90,1,NBA_2023/2024,usa/nba-2023-2024/minnesota-timberwolves-houston-rockets-fFmQKfWa/,-327,256,-303,272
02-02-2024,HOU,TOR,135,106,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-toronto-raptors-MTTa8hdS/,-178,148,-167,161
31-01-2024,HOU,NO,99,110,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-new-orleans-pelicans-EHyOsLYl/,-115,-103,-108,108
29-01-2024,HOU,LAL,135,119,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-los-angeles-lakers-KMMaiY5o/,-100,-117,104,-111
27-01-2024,BKN,HOU,106,104,1,NBA_2023/2024,usa/nba-2023-2024/brooklyn-nets-houston-rockets-0bRiOZya/,-171,143,-161,152
26-01-2024,CHA,HOU,104,138,0,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-houston-rockets-x02NQ7t0/,162,-196,170,-185
24-01-2024,HOU,POR,131,137,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-portland-trail-blazers-fHpXFjSs/,-466,359,-417,380
21-01-2024,HOU,BOS,107,116,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-boston-celtics-j3Om6taG/,495,-701,550,-625
20-01-2024,HOU,UTAH,127,126,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-utah-jazz-MVQeouNj/,-128,108,-125,114
17-01-2024,NY,HOU,109,94,1,NBA_2023/2024,usa/nba-2023-2024/new-york-knicks-houston-rockets-SSBavX96/,-278,224,-263,239
15-01-2024,PHI,HOU,124,115,1,NBA_2023/2024,usa/nba-2023-2024/philadelphia-76ers-houston-rockets-UcZYyvl8/,-340,272,-303,292
13-01-2024,BOS,HOU,145,113,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-houston-rockets-6Jr02wck/,-1081,720,-1000,850
12-01-2024,DET,HOU,110,112,0,NBA_2023/2024,usa/nba-2023-2024/detroit-pistons-houston-rockets-8AsACNKd/,289,-368,333,-333
10-01-2024,CHI,HOU,124,119,1,NBA_2023/2024,usa/nba-2023-2024/chicago-bulls-houston-rockets-fZ7NlVzC/,-168,143,-156,148
08-01-2024,MIA,HOU,120,113,1,NBA_2023/2024,usa/nba-2023-2024/miami-heat-houston-rockets-4QjTvf7m/,-176,149,-161,161
06-01-2024,HOU,MIL,112,108,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-milwaukee-bucks-b5mLpPw9/,226,-276,233,-250
05-01-2024,HOU,MIN,95,122,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-minnesota-timberwolves-ClPwYof3/,146,-172,152,-161
03-01-2024,HOU,BKN,112,101,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-brooklyn-nets-nmTZ37uN/,-169,145,-161,163
01-01-2024,HOU,DET,136,113,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-detroit-pistons-hhEBDKCJ/,-407,325,-345,384
29-12-2023,HOU,PHI,127,131,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-philadelphia-76ers-OlYbo2TQ/,101,-119,110,-115
27-12-2023,HOU,PHX,113,129,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-phoenix-suns-zgBSTEtd/,129,-151,141,-141
26-12-2023,HOU,IND,117,123,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-indiana-pacers-6FbViRSo/,-143,123,-135,136
23-12-2023,NO,HOU,104,106,0,NBA_2023/2024,usa/nba-2023-2024/new-orleans-pelicans-houston-rockets-ni3NOSba/,-290,235,-263,270
22-12-2023,HOU,DAL,122,96,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-dallas-mavericks-nyFa9maC/,-342,273,-312,285
20-12-2023,HOU,ATL,127,134,0,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-atlanta-hawks-Q1b5aCVm/,-142,121,-133,131
18-12-2023,CLE,HOU,135,130,1,NBA_2023/2024,usa/nba-2023-2024/cleveland-cavaliers-houston-rockets-4CsHjrmG/,-171,144,-161,154
17-12-2023,MIL,HOU,128,119,1,NBA_2023/2024,usa/nba-2023-2024/milwaukee-bucks-houston-rockets-bguQVtBj/,-276,225,-263,244
15-12-2023,MEM,HOU,96,103,0,NBA_2023/2024,usa/nba-2023-2024/memphis-grizzlies-houston-rockets-AFR3QoZA/,122,-143,136,-130
13-12-2023,HOU,MEM,117,104,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-memphis-grizzlies-nFJiR627/,-411,325,-357,350
11-12-2023,HOU,SA,93,82,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-san-antonio-spurs-tvpZMiBL/,-381,300,-345,333
08-12-2023,DEN,HOU,106,114,0,NBA_2023/2024,usa/nba-2023-2024/denver-nuggets-houston-rockets-fTpSSAvh/,-388,306,-333,333
06-12-2023,HOU,OKC,110,101,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-oklahoma-city-thunder-MuAulFBg/,108,-126,120,-120
02-12-2023,LAL,HOU,107,97,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-lakers-houston-rockets-W2JdDPyt/,-194,164,-182,181
29-11-2023,DEN,HOU,134,124,1,NBA_2023/2024,usa/nba-2023-2024/denver-nuggets-houston-rockets-rqrAYT8s/,-456,354,-385,375
28-11-2023,DAL,HOU,121,115,1,NBA_2023/2024,usa/nba-2023-2024/dallas-mavericks-houston-rockets-2Zot7dTc/,-174,148,-164,161
24-11-2023,HOU,DEN,105,86,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-denver-nuggets-ULmY8Ibo/,125,-147,135,-137
22-11-2023,HOU,MEM,111,91,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-memphis-grizzlies-O0joDMt4/,-204,170,-189,181
20-11-2023,GSW,HOU,121,116,1,NBA_2023/2024,usa/nba-2023-2024/golden-state-warriors-houston-rockets-2TWMChVN/,-286,235,-278,265
19-11-2023,LAL,HOU,105,104,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-lakers-houston-rockets-8lOu5FOo/,-231,190,-222,217
17-11-2023,LAC,HOU,106,100,1,NBA_2023/2024,usa/nba-2023-2024/los-angeles-clippers-houston-rockets-jyIi0Qfo/,-288,237,-263,257
12-11-2023,HOU,DEN,107,104,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-denver-nuggets-6kmmZos2/,164,-194,170,-179
10-11-2023,HOU,NO,104,101,1,NBA_2023/2024,usa/nba-2023-2024/houston-rockets-new-orleans-pelicans-MFv98lm5/,-145,125,-118,133
