date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
22-09-2024,OAK,NYY,4,7,0,MLB,usa/mlb/oakland-athletics-new-york-yankees-d8ersFF8/,149,-174,156,-169
21-09-2024,OAK,NYY,0,10,0,MLB,usa/mlb/oakland-athletics-new-york-yankees-zyE3nAil/,155,-180,160,-172
20-09-2024,OAK,NYY,2,4,0,MLB,usa/mlb/oakland-athletics-new-york-yankees-CxNdrJdU/,161,-188,169,-179
18-09-2024,CHC,OAK,3,5,0,MLB,usa/mlb/chicago-cubs-oakland-athletics-KpsnOfAM/,-174,149,-167,156
17-09-2024,CHC,OAK,3,4,0,MLB,usa/mlb/chicago-cubs-oakland-athletics-6Fh2G38D/,-153,132,-145,144
16-09-2024,CHC,OAK,9,2,1,MLB,usa/mlb/chicago-cubs-oakland-athletics-A7eSiQUJ/,-200,171,-196,179
15-09-2024,CHW,OAK,4,3,1,MLB,usa/mlb/chicago-white-sox-oakland-athletics-b7ztcL6a/,145,-168,147,-159
14-09-2024,CHW,OAK,7,6,1,MLB,usa/mlb/chicago-white-sox-oakland-athletics-fe7czJGq/,146,-170,154,-159
13-09-2024,CHW,OAK,0,2,0,MLB,usa/mlb/chicago-white-sox-oakland-athletics-4UWhDhEf/,116,-135,125,-125
12-09-2024,HOU,OAK,6,3,1,MLB,usa/mlb/houston-astros-oakland-athletics-dOeWQBrf/,-273,228,-256,256
11-09-2024,HOU,OAK,4,5,0,MLB,usa/mlb/houston-astros-oakland-athletics-8b3RN0YT/,-236,199,-217,208
10-09-2024,HOU,OAK,3,4,0,MLB,usa/mlb/houston-astros-oakland-athletics-Kb8KhLX3/,-196,169,-179,175
08-09-2024,OAK,DET,1,9,0,MLB,usa/mlb/oakland-athletics-detroit-tigers-YqJheEg2/,-114,-101,-111,104
07-09-2024,OAK,DET,1,2,0,MLB,usa/mlb/oakland-athletics-detroit-tigers-hMFqcetm/,-106,-109,100,-105
06-09-2024,OAK,DET,7,6,1,MLB,usa/mlb/oakland-athletics-detroit-tigers-dKLr6jPH/,134,-156,140,-147
05-09-2024,OAK,SEA,4,6,0,MLB,usa/mlb/oakland-athletics-seattle-mariners-xhInzVwb/,119,-138,122,-130
04-09-2024,OAK,SEA,3,16,0,MLB,usa/mlb/oakland-athletics-seattle-mariners-fmPbTJMr/,124,-144,129,-141
03-09-2024,OAK,SEA,3,2,1,MLB,usa/mlb/oakland-athletics-seattle-mariners-40ilvyy1/,137,-159,144,-154
02-09-2024,OAK,SEA,5,4,1,MLB,usa/mlb/oakland-athletics-seattle-mariners-nq9vkhkJ/,119,-138,123,-133
