date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2,high_moneyline_1,high_moneyline_2
21-07-2024,BKN,CHA,90,97,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/brooklyn-nets-charlotte-hornets-0rwhFobs/,109,-141,121,-123
19-07-2024,CHA,POR,84,68,1,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/charlotte-hornets-portland-trail-blazers-Ob5Rh5D6/,-128,100,-116,108
17-07-2024,CHA,BOS,84,89,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/charlotte-hornets-boston-celtics-t03vw2Hi/,151,-197,160,-175
16-07-2024,DEN,CHA,66,80,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/denver-nuggets-charlotte-hornets-W6VXPfM5/,148,-195,162,-179
13-07-2024,NY,CHA,90,94,0,NBA_Las_Vegas_Summer_League,usa/nba-las-vegas-summer-league/new-york-knicks-charlotte-hornets-WWdKgWuA/,273,-392,301,-357
09-07-2024,SAC,CHA,82,86,0,California_Classic,usa/california-classic/sacramento-kings-charlotte-hornets-xvNTw13C/,182,-254,195,-238
06-07-2024,SA,CHA,65,97,0,California_Classic,usa/california-classic/san-antonio-spurs-charlotte-hornets-dK1fP1lJ/,-125,-102,-116,110
14-04-2024,CLE,CHA,110,120,0,NBA_2023/2024,usa/nba-2023-2024/cleveland-cavaliers-charlotte-hornets-C0VrA75k/,-963,629,-909,670
12-04-2024,BOS,CHA,131,98,1,NBA_2023/2024,usa/nba-2023-2024/boston-celtics-charlotte-hornets-6syQGIM4/,-299,240,-270,270
10-04-2024,ATL,CHA,114,115,0,NBA_2023/2024,usa/nba-2023-2024/atlanta-hawks-charlotte-hornets-rm2x7sgt/,-389,303,-370,351
09-04-2024,CHA,DAL,104,130,0,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-dallas-mavericks-Mi2TarW6/,534,-769,585,-714
07-04-2024,CHA,OKC,118,121,0,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-oklahoma-city-thunder-8lxfoqHD/,246,-307,263,-286
05-04-2024,CHA,ORL,124,115,1,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-orlando-magic-EmzJcb4i/,509,-722,555,-625
03-04-2024,CHA,POR,86,89,0,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-portland-trail-blazers-AFoRQHZT/,-123,103,-114,108
01-04-2024,CHA,BOS,104,118,0,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-boston-celtics-8hlyIMja/,1094,-2167,1342,-1429
31-03-2024,CHA,LAC,118,130,0,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-los-angeles-clippers-Yyi4FTU0/,709,-1121,833,-1000
29-03-2024,CHA,GSW,97,115,0,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-golden-state-warriors-KjtWCz92/,581,-844,670,-667
27-03-2024,CHA,CLE,118,111,1,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-cleveland-cavaliers-AaN4wzIq/,344,-451,379,-400
25-03-2024,CLE,CHA,115,92,1,NBA_2023/2024,usa/nba-2023-2024/cleveland-cavaliers-charlotte-hornets-fmsp1Ihg/,-588,437,-500,500
23-03-2024,ATL,CHA,132,91,1,NBA_2023/2024,usa/nba-2023-2024/atlanta-hawks-charlotte-hornets-6ROckLgs/,-295,237,-278,270
19-03-2024,ORL,CHA,112,92,1,NBA_2023/2024,usa/nba-2023-2024/orlando-magic-charlotte-hornets-trQsSidG/,-855,573,-769,625
16-03-2024,PHI,CHA,109,98,1,NBA_2023/2024,usa/nba-2023-2024/philadelphia-76ers-charlotte-hornets-0UPHZxaI/,-476,359,-417,400
15-03-2024,CHA,PHX,96,107,0,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-phoenix-suns-bq2Pd90E/,400,-526,500,-500
13-03-2024,MEM,CHA,98,110,0,NBA_2023/2024,usa/nba-2023-2024/memphis-grizzlies-charlotte-hornets-MVWUJpBP/,114,-135,125,-128
11-03-2024,DET,CHA,114,97,1,NBA_2023/2024,usa/nba-2023-2024/detroit-pistons-charlotte-hornets-2mNln6kf/,-196,163,-189,170
09-03-2024,CHA,BKN,110,99,1,NBA_2023/2024,usa/nba-2023-2024/charlotte-hornets-brooklyn-nets-2TQXgci3/,194,-237,210,-222
08-03-2024,WSH,CHA,112,100,1,NBA_2023/2024,usa/nba-2023-2024/washington-wizards-charlotte-hornets-2FoaubxA/,-140,119,-130,125
