date,team_1,team_2,score_1,score_2,result,tournament,game_url,avg_moneyline_1,avg_moneyline_2
17-04-2024,ARI,EDM,5,2,1,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-edmonton-oilers-AVmEgQik/#home-away;1,145,-168
14-04-2024,CGY,ARI,6,5,1,NHL_2023/2024,usa/nhl-2023-2024/calgary-flames-arizona-coyotes-viqEcZhN/#home-away;1,-120,103
12-04-2024,EDM,ARI,2,3,0,NHL_2023/2024,usa/nhl-2023-2024/edmonton-oilers-arizona-coyotes-2olk3wPo/#home-away;1,-275,228
10-04-2024,VAN,ARI,3,4,0,NHL_2023/2024,usa/nhl-2023-2024/vancouver-canucks-arizona-coyotes-UwHOnIv5/#home-away;1,-284,235
09-04-2024,SEA,ARI,5,0,1,NHL_2023/2024,usa/nhl-2023-2024/seattle-kraken-arizona-coyotes-MH3S5xpi/#home-away;1,-140,121
07-04-2024,SJ,ARI,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/san-jose-sharks-arizona-coyotes-Ye12UFNp/#home-away;1,187,-220
05-04-2024,ARI,VGK,7,4,1,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-vegas-golden-knights-r5yclGcJ/#home-away;1,162,-190
03-04-2024,ARI,VAN,1,2,0,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-vancouver-canucks-jyrFwaq1/#home-away;1,118,-137
30-03-2024,ARI,NYR,5,8,0,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-new-york-rangers-rVhQ77tk/#home-away;1,147,-173
28-03-2024,ARI,NSH,8,4,1,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-nashville-predators-zPJtGVY8/#home-away;1,130,-151
26-03-2024,ARI,CBJ,6,2,1,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-columbus-blue-jackets-IRXA2C49/#home-away;1,-161,139
24-03-2024,ARI,DAL,2,4,0,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-dallas-stars-rcHz1aT4/#home-away;1,182,-216
22-03-2024,ARI,SEA,2,1,1,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-seattle-kraken-Yc8lk2Uh/#home-away;1,-109,-108
20-03-2024,DAL,ARI,5,2,1,NHL_2023/2024,usa/nhl-2023-2024/dallas-stars-arizona-coyotes-Sd3zroNP/#home-away;1,-314,251
16-03-2024,ARI,NJ,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-new-jersey-devils-4MMFnlic/#home-away;1,136,-158
14-03-2024,DET,ARI,1,4,0,NHL_2023/2024,usa/nhl-2023-2024/detroit-red-wings-arizona-coyotes-Gx2xZUMc/#home-away;1,-150,129
12-03-2024,MIN,ARI,4,1,1,NHL_2023/2024,usa/nhl-2023-2024/minnesota-wild-arizona-coyotes-OlQBI9xH/#home-away;1,-202,173
10-03-2024,CHI,ARI,7,4,1,NHL_2023/2024,usa/nhl-2023-2024/chicago-blackhawks-arizona-coyotes-6ivt5j8H/#home-away;1,174,-201
08-03-2024,ARI,DET,4,0,1,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-detroit-red-wings-O8MkfZga/#home-away;1,120,-137
07-03-2024,ARI,MIN,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-minnesota-wild-js9rdePn/#home-away;1,125,-146
05-03-2024,ARI,CHI,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-chicago-blackhawks-EcBBg23l/#home-away;1,-276,230
03-03-2024,WSH,ARI,2,5,0,NHL_2023/2024,usa/nhl-2023-2024/washington-capitals-arizona-coyotes-thVzsPJr/#home-away;1,-136,113
01-03-2024,OTT,ARI,3,5,0,NHL_2023/2024,usa/nhl-2023-2024/ottawa-senators-arizona-coyotes-QTKTR1pk/#home-away;1,-189,160
29-02-2024,TOR,ARI,4,2,1,NHL_2023/2024,usa/nhl-2023-2024/toronto-maple-leafs-arizona-coyotes-CMvgY37L/#home-away;1,-229,191
27-02-2024,MTL,ARI,4,2,1,NHL_2023/2024,usa/nhl-2023-2024/montreal-canadiens-arizona-coyotes-dYSIWjWG/#home-away;1,-105,-113
25-02-2024,WPG,ARI,4,3,1,NHL_2023/2024,usa/nhl-2023-2024/winnipeg-jets-arizona-coyotes-MFz6Zhnb/#home-away;1,-226,189
21-02-2024,ARI,TOR,3,6,0,NHL_2023/2024,usa/nhl-2023-2024/arizona-coyotes-toronto-maple-leafs-E3WKFnLq/#home-away;1,154,-182
